"ARTICLE_DOI","AUTHOR_PRODUCTIVITY"
"10.1534/genetics.115.184812",4
"10.1534/genetics.117.201251",4
"10.1038/ng.3818",2
"10.1128/mbio.00353-17",6
"10.1016/j.neuron.2016.06.011",1
"10.1016/j.cub.2017.02.014",2
"10.1101/gr.207241.116",2
"10.1042/bcj20160579",1
"10.1038/nature21038",7
"10.1038/s41598-017-16438-7",5
"10.1098/rsos.160740",1
"10.1093/nar/gkx1108",2
"10.1016/j.ccell.2017.06.003",30
"10.1038/nature18961",2
"10.1523/jneurosci.0564-17.2017",5
"10.1093/bioinformatics/btw369",4
"10.1371/journal.pone.0183595",4
"10.1038/nbt.3900",18
"10.1073/pnas.1713736114",2
"10.1007/s00253-016-7825-9",10
"10.1111/tpj.13765",2
"10.1186/s12983-017-0197-x",3
"10.1002/prca.201600100",2
"10.1038/s41598-017-12575-1",3
"10.1016/j.bpj.2016.10.033",1
"10.1093/nar/gkx604",10
"10.1534/genetics.115.181073",3
"10.1002/hipo.22742",2
"10.1186/s12862-017-0941-z",2
"10.1038/ncomms12463",8
"10.1038/ncomms13656",10
"10.1038/ncomms12971",1
"10.1038/ncomms12700",4
"10.1534/g3.115.025841",8
"10.1371/journal.pgen.1006370",2
"10.1534/genetics.115.183152",5
"10.1007/s00285-017-1167-9",4
"10.1534/genetics.116.188912",2
"10.1073/pnas.1700248114",7
"10.1016/j.neuroimage.2016.12.040",8
"10.7717/peerj.2726",1
"10.1642/auk-16-19.1",4
"10.1534/genetics.117.203836",6
"10.1186/s12867-017-0094-z",12
"10.1073/pnas.1611398113",9
"10.1073/pnas.1611228113",4
"10.1534/g3.117.043752",4
"10.1093/bioinformatics/btx588",6
"10.1007/s12561-016-9163-y",3
"10.1002/hbm.23208",1
"10.1371/journal.pone.0184896",7
"10.1093/bioinformatics/btx575",8
"10.1021/acs.jpclett.6b02657",10
"10.1371/journal.pcbi.1005286",5
"10.1093/bioinformatics/btw338",1
"10.1016/j.bbamem.2015.12.017",1
"10.1534/genetics.117.300395",7
"10.1038/nature24268",6
"10.7717/peerj.2098",1
"10.1186/s13062-016-0116-7",1
"10.1371/journal.pone.0181797",8
"10.1016/j.ydbio.2017.11.014",4
"10.1186/s12862-016-0832-8",10
"10.1534/genetics.116.192898",9
"10.1016/j.ydbio.2017.06.030",3
"10.1128/msystems.00038-17",8
"10.3389/fnins.2017.00487",24
"10.7717/peerj.1773",1
"10.1016/j.bbagen.2016.07.007",2
"10.1186/s12870-017-1023-5",20
"10.1371/journal.pone.0148422",2
"10.1038/nmeth.3866",1
"10.1104/pp.16.00808",4
"10.1523/jneurosci.0984-17.2017",8
"10.1111/mec.13914",2
"10.1534/genetics.115.177931",1
"10.1038/ng.3955",4
"10.1038/s41598-017-10067-w",2
"10.1016/j.neuroimage.2017.09.020",12
"10.1016/j.jphysparis.2017.02.005",6
"10.1093/gigascience/gix080",14
"10.1371/journal.pcbi.1005836",4
"10.1016/j.cels.2017.06.013",16
"10.1534/genetics.117.300057",4
"10.1534/genetics.117.1114",4
"10.1038/s41598-017-10871-4",4
"10.7717/peerj-cs.104",1
"10.1186/s12915-017-0383-5",2
"10.1002/sta4.144",2
"10.1038/s41467-017-01261-5",6
"10.1371/journal.pcbi.1005820",1
"10.1111/jeb.13000",16
"10.1128/msphere.00343-16",2
"10.1038/ncomms15015",2
"10.1523/jneurosci.0263-17.2017",1
"10.1002/pro.3278",3
"10.7554/elife.32038",4
"10.7554/elife.28086",3
"10.7554/elife.31268",4
"10.7554/elife.29173",8
"10.7554/elife.27417",6
"10.7554/elife.31804",1
"10.7554/elife.32011",2
"10.7554/elife.29107",1
"10.7554/elife.24459",9
"10.7554/elife.22144",1
"10.1074/mcp.o117.067082",6
"10.7554/elife.22345",4
"10.7554/elife.22152.001",8
"10.1111/1365-2656.12619",4
"10.1109/tbme.2016.2607183",3
"10.1126/sciadv.1602498",1
"10.1242/bio.029272",1
"10.1016/j.neuroimage.2017.07.050",4
"10.3389/fnhum.2017.00490",1
"10.1016/j.molmet.2017.03.007",36
"10.1128/mbio.00528-17",16
"10.1007/s00122-017-3003-4",2
"10.1099/jgv.0.000979",4
"10.1534/g3.117.300264",2
"10.1002/ece3.3215",8
"10.1038/nmeth.4400",4
"10.1016/j.bpj.2017.05.005",3
"10.1038/ncomms15123",6
"10.1016/j.bpj.2017.01.001",1
"10.1016/j.cpb.2017.11.001",4
"10.1007/s11032-017-0697-6",1
"10.1016/j.cell.2017.07.016",1
"10.1534/g3.116.037622",1
"10.1371/journal.ppat.1006185",1
"10.1038/nbt.4020",3
"10.1016/j.steroids.2017.11.004",6
"10.1038/nature23678",2
"10.1007/s00705-017-3454-6",1
"10.1093/bioinformatics/btx371",1
"10.1093/jamia/ocw148",4
"10.1016/j.meegid.2016.12.007",16
"10.1016/j.gene.2017.06.028",2
"10.1111/1755-0998.12722",3
"10.1186/s13059-017-1322-z",1
"10.1186/s13059-017-1284-1",4
"10.1186/s13059-017-1216-0",10
"10.1016/j.ydbio.2017.08.026",5
"10.1063/1.4985756",18
"10.1038/nn.4592",4
"10.1534/g3.117.039479",1
"10.1371/journal.pgen.1007117",8
"10.3389/fnagi.2017.00215",10
"10.1038/s41598-017-12239-0",2
"10.1534/genetics.116.194571",2
"10.1007/s10404-017-1988-2",4
"10.1016/j.neulet.2017.09.042",1
"10.1016/j.jtbi.2017.06.032",1
"10.1534/genetics.116.189621",1
"10.1038/s41525-017-0010-y",4
"10.1534/g3.117.043596",1
"10.1038/nmat5025",24
"10.1186/s12915-017-0430-2",1
"10.1038/s41598-017-04205-7",6
"10.7717/peerj.3512",4
"10.1021/acssynbio.6b00335",1
"10.1186/s12864-017-4373-3",8
"10.1186/s12864-017-3771-x",2
"10.1186/s12864-017-3668-8",14
"10.1371/journal.pone.0181796",2
"10.1101/gr.202150.115",27
"10.3389/fmicb.2017.01283",8
"10.1371/journal.pcbi.1005319",2
"10.1534/g3.117.042390",8
"10.1016/j.heliyon.2017.e00305",1
"10.1016/j.cub.2017.10.012",1
"10.1016/j.plantsci.2017.11.011",8
"10.1128/aem.01584-17",1
"10.1038/s41467-017-02214-8",1
"10.1093/nar/gkx215",2
"10.1038/s41467-017-00828-6",1
"10.1038/s41467-017-00478-8",4
"10.1038/s41467-017-00494-8",3
"10.1073/pnas.1703642114",24
"10.1093/gbe/evx217",1
"10.1073/pnas.1709257114",2
"10.1074/jbc.m117.811026",2
"10.1038/ncomms13999",1
"10.1016/j.heliyon.2017.e00462",1
"10.1128/msphere.00502-17",8
"10.1093/molbev/msx055",4
"10.1016/j.neuroimage.2016.11.064",3
"10.4490/algae.2017.32.2.25",5
"10.1534/g3.117.041038",4
"10.1093/bioinformatics/btw584",1
"10.1534/g3.116.035162",4
"10.1523/jneurosci.0105-17.2017",1
"10.1016/j.cub.2017.10.061",4
"10.1016/j.cub.2017.11.004",20
"10.1073/pnas.1710522114",2
"10.1091/mbc.e16-09-0639",2
"10.1093/bioinformatics/btx500",4
"10.1242/dev.157826",1
"10.1534/genetics.116.196220",2
"10.1038/s41598-017-05507-6",3
"10.1093/nar/gkx251",12
"10.1093/nar/gkx415",14
"10.1074/jbc.m117.819144",2
"10.1371/journal.pgen.1006656",4
"10.1093/infdis/jiw642",1
"10.1371/journal.pcbi.1005443",16
"10.1093/nar/gkx912",1
"10.1038/ng.3917",4
"10.1371/journal.pone.0177574",3
"10.1186/s12859-017-1872-9",1
"10.1093/bioinformatics/btw740",12
"10.1186/s12859-017-1759-9",1
"10.1038/ismej.2017.82",2
"10.1042/bcj20170651",2
"10.1142/s0129183117500796",4
"10.1523/jneurosci.0946-17.2017",1
"10.1073/pnas.1710964114",2
"10.1073/pnas.1705867114",4
"10.1016/j.heliyon.2017.e00238",4
"10.1371/journal.ppat.1006378",1
"10.3389/feart.2017.00047",1
"10.1002/pro.3337",3
"10.1242/jcs.200899",1
"10.1111/mec.14192",1
"10.1016/j.jchb.2017.02.002",4
"10.1038/ismej.2016.131",3
"10.1016/j.cell.2017.10.019",2
"10.1091/mbc.e16-04-0213",1
"10.1093/hmg/ddw432",4
"10.1016/j.celrep.2017.10.036",2
"10.1016/j.gene.2017.12.041",8
"10.1016/j.cell.2017.09.006",1
"10.1080/15384101.2017.1361064",1
"10.1038/s41598-017-08881-3",9
"10.1371/journal.pcbi.1005679",2
"10.1523/jneurosci.0938-17.2017",1
"10.1073/pnas.1619153114",9
"10.1111/jphp.12726",1
"10.1016/j.cub.2017.11.034",2
"10.1016/j.neubiorev.2017.10.001",4
"10.1101/gad.292235.116",1
"10.1038/nmeth.4256",4
"10.1099/mic.0.000415",2
"10.1038/s41598-017-17614-5",4
"10.1038/s41598-017-16700-y",4
"10.1038/s41598-017-15813-8",4
"10.1038/s41598-017-15938-w",1
"10.1038/s41598-017-14892-x",1
"10.1038/s41598-017-14877-w",1
"10.1038/s41598-017-12072-5",1
"10.1038/s41598-017-11817-6",2
"10.1038/s41598-017-11519-z",2
"10.1038/s41598-017-10633-2",4
"10.1038/s41598-017-10189-1",1
"10.1038/s41598-017-08030-w",1
"10.1038/s41598-017-07497-x",1
"10.1038/s41598-017-06585-2",1
"10.1038/s41598-017-00912-3",1
"10.1038/s41598-017-00659-x",1
"10.1016/j.jbiotec.2017.08.015",4
"10.1016/j.ajhg.2017.07.016",1
"10.1371/journal.pone.0187770",1
"10.1080/20423489.2017.1393191",1
"10.1242/dev.146902",16
"10.1242/jcs.211656",2
"10.1093/bioinformatics/btx473",4
"10.3835/plantgenome2016.10.0110",2
"10.1371/journal.pone.0177573",1
"10.1091/mbc.e17-05-0316",1
"10.1086/689819",1
"10.1016/j.cels.2017.07.007",4
"10.1098/rsif.2016.0967",4
"10.1162/jocn_a_01106",1
"10.1016/j.neuroimage.2017.12.059",4
"10.1111/jphp.12724",4
"10.1016/j.bbr.2017.03.048",1
"10.3389/fgene.2017.00023",1
"10.1534/genetics.117.300467",1
"10.1093/cercor/bhx002",1
"10.1074/jbc.m117.815217",2
"10.1242/dev.155929",6
"10.1007/s00335-017-9728-1",4
"10.1016/j.coviro.2017.12.003",8
"10.1093/bioinformatics/btx573",1
"10.1093/molbev/msx277",8
"10.1111/tra.12537",2
"10.1093/jamia/ocx120",1
"10.3390/jdb6010001",1
"10.1080/15427528.2017.1370404",1
"10.1016/j.fm.2017.09.007",1
"10.1038/s41588-017-0003-x",5
"10.1088/2050-6120/aa8d96",1
"10.1016/j.cub.2017.11.031",1
"10.1534/g3.117.300376",1
"10.1534/g3.117.300416",4
"10.1111/tra.12544",1
"10.1002/hipo.22804",1
"10.1016/j.gde.2013.11.001",11
"10.1177/194008291300600601",100
"10.3389/fnhum.2013.00867",88
"10.1186/1471-2164-15-1028",37
"10.1007/s00239-014-9645-9",20
"10.1007/s11692-014-9292-5",16
"10.1101/gr.180893.114",22
"10.1007/s11886-014-0488-1",37
"10.1016/j.coviro.2014.07.007",57
"10.1073/pnas.1404354111",96
"10.1098/rstb.2013.0459",32
"10.1016/j.ajhg.2014.03.004",124
"10.1111/cobi.12308",108
"10.1021/sb400203p",17
"10.1371/journal.pone.0086169",249
"10.1186/2047-217x-3-4",51
"10.1073/pnas.1313285111",54
"10.1016/j.nicl.2014.07.002",172
"10.1186/1471-2105-15-s7-s2",144
"10.1371/journal.pcbi.1003871",36
"10.1534/g3.114.014969",14
"10.1038/ncomms6468",158
"10.1371/journal.pone.0103516",30
"10.1371/journal.pone.0104244",49
"10.1016/j.jmb.2014.06.003",6
"10.1016/j.jinsphys.2014.07.001",4
"10.1093/bioinformatics/btu390",9
"10.1186/s13059-014-0514-z",222
"10.3389/fncir.2014.00027",11
"10.1371/journal.pone.0104798",34
"10.1186/1471-2164-15-1117",14
"10.1007/s11538-014-0044-6",18
"10.1126/science.aab1371",19
"10.1038/srep11013",29
"10.1073/pnas.1511804112",105
"10.1534/genetics.115.182717",17
"10.1371/journal.pone.0128026",64
"10.1093/nar/gku1326",348
"10.1371/journal.pone.0143199",60
"10.1371/journal.pgen.1005118",55
"10.1186/s12859-015-0569-1",13
"10.1073/pnas.1418604112",34
"10.7554/elife.04379",36
"10.1016/j.gde.2015.09.001",54
"10.1038/ncomms9884",17
"10.1111/evo.12621",28
"10.1371/journal.pgen.1005206",14
"10.1534/genetics.115.177220",33
"10.1038/nn.4181",366
"10.1371/journal.pgen.1005068",58
"10.1016/j.cels.2015.08.014",46
"10.1038/ncomms9996",45
"10.7554/elife.01856.001",4
"10.1093/molbev/msv134",104
"10.1371/journal.pgen.1005650",16
"10.1186/s13073-015-0181-z",176
"10.1093/bioinformatics/btu638",26
"10.1016/j.ajhg.2015.05.016",360
"10.1098/rstb.2014.0236",23
"10.1111/1755-0998.12280",138
"10.1093/bioinformatics/btv569",21
"10.1093/bioinformatics/btv311",51
"10.1371/journal.pone.0144514",25
"10.1101/gr.189803.115",132
"10.7717/peerj.1406",46
"10.1186/s12864-015-1912-7",18
"10.1371/journal.pcbi.1004447",15
"10.1016/j.cels.2015.10.001",11
"10.1111/jeb.12644",7
"10.1186/s13059-015-0613-5",151
"10.1093/nar/gkv046",33
"10.1186/s12862-015-0406-1",50
"10.1155/2015/467514",17
"10.1126/science.aac4834",84
"10.1186/s12864-015-1934-1",11
"10.7717/peerj.869",8
"10.1186/s13059-015-0772-4",22
"10.1093/nar/gku880",24
"10.1186/s12920-015-0095-z",30
"10.1093/molbev/msv130",6
"10.1186/s13059-015-0605-5",13
"10.1016/j.anbehav.2015.03.019",14
"10.1186/s12862-015-0414-1",15
"10.1111/2041-210x.12343",47
"10.1093/bioinformatics/btu557",6
"10.1371/journal.pgen.1004842",144
"10.1002/ajmg.b.32311",21
"10.1371/journal.pcbi.1004176",66
"10.1534/genetics.115.181610",16
"10.1007/s10827-015-0574-4",32
"10.1038/ng.3404",116
"10.1093/nar/gkv119",5
"10.1371/journal.pone.0136771",105
"10.1186/s12881-015-0244-4",2
"10.3389/fncel.2015.00295",24
"10.1101/gr.192294.115",11
"10.7717/peerj.1214",46
"10.1186/s13059-015-0603-7",42
"10.7554/elife.08077",8
"10.1371/journal.pgen.1005647",22
"10.1126/science.aad0843",46
"10.1038/ng.3464",18
"10.1093/molbev/msv092",32
"10.1371/journal.pgen.1005509",30
"10.1371/journal.pone.0108055",8
"10.1242/bio.20148607",8
"10.1016/j.ajhg.2015.01.017",24
"10.1073/pnas.1419956112",38
"10.1371/journal.pone.0127612",32
"10.7554/elife.06266",18
"10.1016/j.neuroimage.2015.04.026",42
"10.1371/journal.pgen.1005748",30
"10.1186/s12864-016-3195-z",436
"10.1016/j.ajhg.2016.05.006",83
"10.1093/nar/gkw161",9
"10.1099/mgen.0.000057",33
"10.1038/nmeth.3861",38
"10.1534/g3.116.031443",20
"10.1016/j.epidem.2016.02.001",19
"10.1371/journal.pcbi.1003696",60
"10.1371/journal.pgen.1005041",33
"10.1093/bioinformatics/btw151",12
"10.1086/685811",39
"10.1038/ng.3190",130
"10.1016/j.jtbi.2016.01.024",62
"10.1534/g3.116.030056",9
"10.1038/ng.3589",25
"10.1534/g3.116.033860",11
"10.1186/s13059-016-1007-z",31
"10.1038/srep26052",31
"10.1534/genetics.116.187492",25
"10.1534/genetics.112.145243",16
"10.1242/dev.136234",7
"10.3389/fninf.2015.00008",86
"10.1152/physiolgenomics.00075.2016",72
"10.1104/pp.15.01935",76
"10.1186/s12863-015-0292-y",30
"10.1371/journal.pone.0146060",17
"10.1021/acs.jpcb.5b08362",21
"10.1371/journal.pgen.1004444",48
"10.1007/s10827-016-0611-y",12
"10.1089/brain.2015.0359",138
"10.1186/s12864-016-2539-z",17
"10.1093/bioinformatics/btw159",9
"10.1128/msystems.00154-16",88
"10.1534/genetics.115.177816",10
"10.1093/gbe/evw192",24
"10.1371/journal.pcbi.1005051",70
"10.1152/jn.00036.2016",392
"10.1007/s10955-015-1387-6",13
"10.1016/j.brainresbull.2016.08.006",12
"10.1371/journal.pone.0156081",56
"10.1093/comnet/cnv028",120
"10.1038/ncomms12342",144
"10.1186/s13100-016-0059-7",14
"10.1021/acs.jpcb.6b02093",28
"10.1101/gr.202440.115",40
"10.1371/journal.pgen.1006499",13
"10.1371/journal.pcbi.1004914",42
"10.1038/srep08790",38
"10.1099/mgen.0.000074",164
"10.1128/mbio.01501-16",82
"10.1016/j.revpalbo.2016.06.007",10
"10.1111/ele.12453",28
"10.1186/s12915-016-0309-7",62
"10.4238/gmr.15038391",94
"10.1007/s12080-015-0290-8",24
"10.1534/genetics.115.179028",23
"10.1093/nar/gkv1542",9
"10.3389/fmicb.2016.00652",9
"10.1534/genetics.114.165613",14
"10.1371/journal.ppat.1006115",9
"10.1534/g3.116.032482",7
"10.1111/ecog.00976",255
"10.1186/s12983-014-0093-6",18
"10.1534/genetics.116.192492",11
"10.12688/f1000research.7556.1",9
"10.1186/s13072-016-0093-1",19
"10.1126/science.aad0814",28
"10.1093/bfgp/elv021",28
"10.1098/rsbl.2016.0597",24
"10.1073/pnas.1520483112",24
"10.1038/ng.3502",160
"10.1007/s12041-016-0659-5",8
"10.1007/s40264-016-0402-4",129
"10.1016/j.ympev.2015.09.019",75
"10.1038/ng.3616",36
"10.1098/rsos.160123",29
"10.3732/ajb.1600113",33
"10.1126/sciadv.1500587",90
"10.1088/1478-3975/13/5/053001",160
"10.1016/j.bpj.2016.06.039",19
"10.1534/genetics.115.186114",14
"10.1186/gb-2014-15-6-r86",13
"10.1534/genetics.115.179473",32
"10.1016/j.neuron.2016.08.013",28
"10.1104/pp.16.00289",54
"10.7554/elife.22280",14
"10.1038/nplants.2016.84",81
"10.1038/nature20149",58
"10.1371/journal.pcbi.1004972",72
"10.1016/j.exer.2016.04.008",46
"10.1016/j.biopsych.2015.02.006",29
"10.1371/journal.pntd.0004901",6
"10.1126/science.aaf6919",32
"10.1039/c6mb00344c",31
"10.1016/j.scitotenv.2015.11.167",63
"10.1007/s00439-016-1651-0",58
"10.1371/journal.pone.0166755",13
"10.1371/journal.pgen.1005631",9
"10.1038/srep36625",52
"10.1098/rstb.2013.0252",26
"10.1111/evo.13043",9
"10.1111/2041-210x.12537",46
"10.1007/s11692-014-9293-4",5
"10.1534/genetics.116.187385",16
"10.1091/mbc.e15-08-0561",4
"10.1242/bio.019018",14
"10.1534/g3.116.030130",18
"10.1093/molbev/msw127",72
"10.1093/cercor/bhw241",153
"10.1371/journal.pcbi.1003433",138
"10.1371/journal.pone.0163191",9
"10.1073/pnas.1409572111",12
"10.1371/journal.pcbi.1005267",8
"10.1016/j.cels.2016.02.006",66
"10.1534/genetics.114.168823",7
"10.1186/s12864-016-2370-6",7
"10.1016/j.celrep.2016.02.025",48
"10.1016/j.cell.2016.03.007",7
"10.1186/s13059-014-0550-8",96
"10.1007/s00285-014-0819-2",15
"10.1371/journal.pcbi.1005041",32
"10.1371/journal.pgen.1006218",12
"10.7554/elife.08714",74
"10.1038/srep27555",48
"10.1038/ng.3015",20
"10.1073/pnas.1611418113",153
"10.1186/s12859-016-1082-x",19
"10.1371/journal.pone.0157758",16
"10.1101/gr.209106.116",30
"10.1186/s13071-016-1840-7",12
"10.1016/j.humimm.2015.09.001",14
"10.1016/j.bpj.2015.08.015",17
"10.1038/srep22311",37
"10.1093/bioinformatics/btw097",19
"10.1534/genetics.116.188961",17
"10.1111/1462-2920.13455",25
"10.1038/srep29913",25
"10.1111/eva.12357",29
"10.1038/srep31631",9
"10.1371/journal.pgen.1006280",74
"10.1371/journal.pntd.0005096",18
"10.1111/mec.13705",8
"10.1128/msystems.00020-16",13
"10.1371/journal.pone.0156417",14
"10.1098/rsif.2016.0296",25
"10.1038/srep34156",64
"10.1111/jbi.12765",80
"10.1371/journal.pcbi.1004817",14
"10.1038/nbt.3582",19
"10.1016/j.jsb.2015.10.017",30
"10.1038/nbt.3620",148
"10.3389/fphys.2016.00398",6
"10.1186/s13073-016-0386-9",21
"10.1016/j.tim.2016.02.004",31
"10.1186/s13062-016-0155-0",20
"10.1371/journal.pgen.1004397",21
"10.1038/srep39707",28
"10.1186/s12936-016-1623-9",80
"10.1101/gr.211854.116",24
"10.1242/dev.135202",18
"10.1016/j.tig.2015.05.011",30
"10.1534/genetics.115.180992",21
"10.3732/ajb.1500471",28
"10.1038/srep29116",23
"10.1038/srep38653",19
"10.1038/srep33585",6
"10.1371/journal.pgen.1004936",15
"10.1093/bioinformatics/btw328",90
"10.1093/bioinformatics/btu533",110
"10.1093/bioinformatics/btw363",14
"10.1186/s12859-016-1244-x",14
"10.1016/j.biosystems.2016.05.010",12
"10.1093/bib/bbv069",18
"10.1111/evo.12917",54
"10.1186/s12864-016-3367-x",84
"10.1016/j.cels.2016.11.004",12
"10.1093/nar/gkw466",22
"10.1371/journal.pone.0150550",96
"10.1038/srep31597",9
"10.7554/elife.22429",6
"10.1073/pnas.1601942113",16
"10.1371/journal.pone.0163231",20
"10.1098/rspb.2014.2942",15
"10.1038/srep27684",16
"10.1016/j.bpj.2016.08.023",7
"10.1371/journal.pone.0189603",30
"10.1073/pnas.1718592114",38
"10.1002/humu.23147",90
"10.7554/elife.20437",72
"10.1038/s41598-017-16181-z",98
"10.1093/bioinformatics/btx061",42
"10.1038/ejhg.2017.33",32
"10.3389/fnhum.2017.00486",38
"10.1186/s12864-017-4167-7",34
"10.1093/bioinformatics/btw791",18
"10.7554/elife.30697",168
"10.1038/s41598-017-02820-y",5
"10.1038/s41598-017-12069-0",53
"10.1111/gbi.12214",55
"10.1111/2041-210x.12517",82
"10.1038/s41598-017-09307-w",23
"10.1038/ejhg.2017.15",147
"10.1111/gcb.13628",40
"10.1126/scisignal.aan0804",11
"10.1016/j.jneumeth.2017.08.007",24
"10.1186/s12915-017-0351-0",40
"10.1530/joe-17-0119",54
"10.1093/biostatistics/kxw048",72
"10.1093/sysbio/syx058",74
"10.1128/mbio.00889-17",76
"10.1038/s41598-017-13166-w",19
"10.1261/rna.062786.117",14
"10.1038/ncomms15805",98
"10.3389/fpls.2017.01876",5
"10.1371/journal.pone.0132628",12
"10.1038/cti.2016.90",88
"10.1038/s41598-017-00465-5",44
"10.1186/s13073-017-0461-x",108
"10.1117/1.nph.4.2.021106",35
"10.1038/oncsis.2017.15",195
"10.1111/1462-2920.13781",64
"10.1111/ecog.02216",70
"10.1111/tpj.13553",33
"10.1098/rspb.2014.1025",16
"10.1093/nar/gkv791",15
"10.1103/physreve.96.032406",22
"10.1038/ng.3949",270
"10.1016/j.cub.2017.09.041",13
"10.1038/nmeth.3930",26
"10.3389/fpsyg.2017.01520",52
"10.1186/s12864-017-3710-x",64
"10.1534/genetics.115.178590",20
"10.7554/elife.22225",47
"10.1101/gr.215509.116",10
"10.1371/journal.pone.0180488",11
"10.1364/oe.25.014691",19
"10.1038/ncomms12209",7
"10.1093/nar/gkx660",42
"10.1038/s41598-017-18287-w",10
"10.1111/nrm.12120",339
"10.1093/nar/gkw878",42
"10.1186/s13742-016-0111-z",32
"10.1186/s13059-017-1195-1",17
"10.1073/pnas.1705652114",69
"10.7554/elife.29178",11
"10.1111/nph.14285",38
"10.1126/science.aak9973",7
"10.7717/peerj.2861",29
"10.1103/physreve.95.052102",30
"10.1091/mbc.e17-05-0333",81
"10.1021/acsnano.7b05542",11
"10.1038/srep42091",71
"10.1242/dev.152553",384
"10.1371/journal.pcbi.1005538",14
"10.1371/journal.pone.0180485",124
"10.1093/molbev/msw216",60
"10.1242/jeb.160721",21
"10.1016/j.molcel.2017.07.027",9
"10.1371/journal.pgen.1006944",45
"10.1021/acssynbio.7b00171",17
"10.1016/j.actbio.2017.08.047",24
"10.1016/j.biopsych.2017.04.020",31
"10.1002/ecs2.1960",38
"10.1016/j.fcr.2017.05.007",14
"10.1111/psyp.12966",10
"10.1093/molbev/msx184",22
"10.1002/ece3.3544",30
"10.1371/journal.pgen.1006641",40
"10.1021/acssynbio.6b00205",32
"10.7554/elife.12278",26
"10.1038/srep43704",27
"10.1038/ng.3811",18
"10.1242/dev.136267",3
"10.1093/gbe/evx027",90
"10.1038/ismej.2016.86",12
"10.1016/j.jcf.2017.08.003",26
"10.1111/1365-2435.12776",42
"10.7554/elife.21856",9
"10.1073/pnas.1705882114",67
"10.1242/jeb.164848",6
"10.1186/s13100-017-0104-1",62
"10.1371/journal.pone.0182694",74
"10.1093/hmg/ddx379",26
"10.1534/genetics.116.193425",48
"10.1016/j.cub.2017.06.045",76
"10.1152/jn.00240.2017",32
"10.1371/journal.pone.0166970",50
"10.1016/j.meegid.2016.04.028",8
"10.1371/journal.pcbi.1005406",15
"10.1093/gbe/evw300",34
"10.1111/jeb.13040",138
"10.1111/gtc.12504",26
"10.7717/peerj.3837",13
"10.1038/srep35946",56
"10.1016/j.tim.2016.04.008",50
"10.1523/jneurosci.3493-16.2017",10
"10.7554/elife.24910",44
"10.7554/elife.22177",68
"10.1186/s13059-017-1285-0",46
"10.1534/g3.117.300107",102
"10.1080/09658211.2017.1303073",19
"10.1038/s41598-017-16846-9",12
"10.1038/srep44374",10
"10.1242/dev.153874",17
"10.1534/g3.114.014274",13
"10.4317/medoral.21665",138
"10.1371/journal.pcbi.1005707",32
"10.1371/journal.pone.0172687",14
"10.1371/journal.pone.0169431",66
"10.1016/j.devcel.2017.09.018",4
"10.1093/nar/gkv138",18
"10.1038/nature24288",12
"10.1186/s13059-017-1353-5",78
"10.1038/nmeth.4300",6
"10.1242/bio.016089",5
"10.3389/fncel.2016.00304",93
"10.7717/peerj.4098",26
"10.1158/0008-5472.can-16-3079",10
"10.1177/2472555217696797",25
"10.1186/s13059-017-1334-8",90
"10.1016/j.cels.2016.11.013",63
"10.1002/ece3.2707",132
"10.15252/msb.20167461",22
"10.1016/j.celrep.2017.08.077",34
"10.1002/hbm.23549",42
"10.3389/fncir.2017.00050",26
"10.1093/bioinformatics/btv642",18
"10.1016/j.ajhg.2015.11.015",52
"10.1111/evo.13181",20
"10.1086/686900",15
"10.1534/genetics.117.300151",58
"10.1002/hipo.22718",17
"10.1371/journal.pgen.1006960",174
"10.1021/acs.analchem.7b02759",154
"10.1038/nmeth.4186",140
"10.1038/srep43679",15
"10.1093/gbe/evx159",40
"10.1002/eap.1487",29
"10.1038/nmeth.4380",7
"10.1016/j.bbrc.2017.08.010",33
"10.1016/j.jmp.2016.10.007",36
"10.1186/s12898-017-0154-8",26
"10.1038/srep43350",52
"10.1186/s13742-015-0046-9",32
"10.1038/s41598-017-01658-8",69
"10.1093/nar/gkx124",70
"10.1038/ng.3766",17
"10.1186/s12918-017-0403-7",74
"10.1038/s41598-017-07296-4",213
"10.1186/s13059-017-1310-3",19
"10.1038/nmicrobiol.2017.112",7
"10.1038/srep46636",216
"10.1038/ejhg.2016.203",24
"10.1371/journal.pmed.1002248",5
"10.1093/bioinformatics/btx443",20
"10.1038/s41598-017-06387-6",135
"10.1186/s12864-016-3471-y",64
"10.1101/gr.219709.116",11
"10.1016/j.cels.2017.09.014",93
"10.1523/jneurosci.0056-17.2017",900
"10.1039/c7ib00176b",8
"10.1101/gad.305805.117",30
"10.1186/s13742-015-0068-3",45
"10.1021/acs.jpcb.6b09402",46
"10.1371/journal.pone.0185146",105
"10.1016/j.celrep.2016.06.048",12
"10.1126/science.aam6393",24
"10.1371/journal.pgen.1006503",4
"10.1038/ncomms14418",52
"10.1038/ng.3847",16
"10.1073/pnas.1704937114",14
"10.1016/j.ajhg.2017.01.017",117
"10.1534/genetics.116.197285",16
"10.1038/nn.4500",128
"10.1038/s41598-017-01911-0",20
"10.1016/j.celrep.2017.05.036",8
"10.1007/s00122-017-2936-y",24
"10.3389/fnhum.2017.00038",564
"10.1084/jem.20162014",90
"10.1038/s41525-017-0011-x",93
"10.3847/1538-4357/aa6f08",49
"10.1371/journal.pone.0177185",76
"10.1128/aem.00729-17",14
"10.1038/ng.3865",26
