"ARTICLE_DOI","AUTHOR_PRODUCTIVITY"
"10.1534/genetics.115.176834",62
"10.1111/mec.13126",60
"10.1371/journal.pone.0116466",34
"10.1534/g3.114.015784",31
"10.1186/s12864-015-1911-8",33
"10.1111/evo.12633",45
"10.1152/jn.00237.2015",225
"10.1101/gr.184184.114",41
"10.1101/gr.184341.114",362
"10.1093/gbe/evv190",24
"10.1038/nature14429",32
"10.1371/journal.pcbi.1004573",94
"10.1038/sdata.2014.45",10
"10.1111/geb.12295",88
"10.1186/s12983-015-0096-y",57
"10.3389/fmicb.2015.00703",26
"10.1093/hmg/ddw167",330
"10.7554/elife.05216",77
"10.1093/bioinformatics/btv539",60
"10.1098/rsif.2015.0343",73
"10.1101/gr.192005.115",168
"10.1007/s00439-015-1602-1",23
"10.1016/j.jtbi.2015.01.019",22
"10.1016/j.tpb.2014.11.002",68
"10.1371/currents.eogt.45c4e63dd43d62e12228cc5264d6a0db",66
"10.1111/2041-210x.12409",16
"10.1098/rspb.2015.1346",54
"10.1371/journal.pone.0116735",17
"10.1016/j.cels.2015.08.012",78
"10.1038/srep12559",12
"10.3389/fninf.2015.00009",80
"10.1002/pro.2483",5
"10.1093/database/bav099",14
"10.1534/genetics.115.179093",10
"10.1093/pcp/pcu183",51
"10.1371/journal.pone.0114674",291
"10.1371/journal.pcbi.1004679",118
"10.1098/rsif.2015.0154",28
"10.1371/journal.pone.0126995",78
"10.1093/nar/gkv756",11
"10.1111/1365-2656.12444",126
"10.1016/j.ajhg.2016.07.007",103
"10.3389/fgene.2016.00023",101
"10.3389/fpls.2016.00941",291
"10.1111/gtc.12350",46
"10.1534/g3.116.032268",18
"10.1103/physreve.94.012408",32
"10.1371/journal.pcbi.1005251",68
"10.3389/fmicb.2016.00648",59
"10.1002/dvg.22871",13
"10.1371/journal.pone.0152017",137
"10.1038/ncomms10408",90
"10.1016/j.ajhg.2016.02.013",188
"10.1038/srep39332",20
"10.1093/bioinformatics/btw080",43
"10.7554/elife.21007",327
"10.1371/journal.pcbi.1005283",44
"10.7554/elife.10415.001",284
"10.1038/ncomms13629",1772
"10.3389/fninf.2016.00004",170
"10.1111/1755-0998.12560",192
"10.1534/genetics.116.186916",10
"10.1111/1462-2920.13420",31
"10.1371/journal.pcbi.1004710",134
"10.1534/g3.116.029397",56
"10.1101/gr.199323.115",336
"10.1128/msystems.00028-16",93
"10.1534/g3.116.034744",107
"10.1093/bioinformatics/btw490",65
"10.1177/0269881115626348",20
"10.1186/s12859-016-1140-4",219
"10.1128/mbio.02154-15",230
"10.1038/ncomms13563",57
"10.1016/j.cub.2016.05.076",51
"10.7554/elife.19145",170
"10.1098/rsbl.2016.0211",17
"10.1186/s12859-016-1355-4",88
"10.1186/s13059-016-0993-1",88
"10.1093/bioinformatics/btu733",22
"10.1093/bioinformatics/btw387",918
"10.1371/journal.pcbi.1005059",93
"10.1186/s13059-016-0966-4",144
"10.1038/ng.3590",300
"10.7717/peerj.2452",90
"10.1111/ecog.02156",64
"10.1016/j.neuron.2016.11.020",298
"10.1111/mpp.12316",41
"10.1089/zeb.2016.29005.sch",41
"10.1016/j.bbmt.2015.11.1103",29
"10.1073/pnas.1611173113",40
"10.1111/bij.12741",49
"10.1073/pnas.1522931113",53
"10.1101/gr.192971.115",56
"10.1038/ncomms11492",88
"10.1534/g3.116.030262",94
"10.1186/s12864-016-3169-1",124
"10.1128/mbio.02234-15",1950
"10.1073/pnas.1600338113",116
"10.1371/journal.pone.0157893",82
"10.1109/tbcas.2015.2450837",290
"10.1016/j.ympev.2015.05.011",31
"10.1534/genetics.115.185553",75
"10.1016/j.anbehav.2015.11.008",45
"10.1038/srep22689",52
"10.1111/1462-2920.13248",104
"10.1016/j.ebiom.2016.11.007",645
"10.1038/srep31326",87
"10.1242/dev.119776",36
"10.1371/journal.pone.0167984",64
"10.1111/eva.12361",17
"10.1099/mgen.0.000064",232
"10.1093/jac/dkw173",232
"10.1038/nmicrobiol.2016.198",502
"10.1371/journal.pone.0148884",38
"10.1021/acs.jpcb.6b00327",103
"10.1101/gr.195248.115",35
"10.2807/1560-7917.es.2016.21.28.30283",83
"10.1214/16-sts548",52
"10.1093/bioinformatics/btv708",17
"10.1186/s12918-016-0375-z",94
"10.1371/journal.pone.0157484",52
"10.1534/g3.116.033951",52
"10.1103/physreve.94.062413",35
"10.1534/g3.116.028571",48
"10.1093/comnet/cnv027",350
"10.1104/pp.16.00421",315
"10.1038/nature18959",198
"10.1371/journal.pcbi.1004985",48
"10.1093/bioinformatics/btw268",362
"10.1038/ncomms12817",254
"10.1534/genetics.116.187013",81
"10.1093/hmg/ddw064",90
"10.1038/srep38956",144
"10.1111/mec.13729",19
"10.1038/srep31125",34
"10.3389/fncom.2016.00051",61
"10.1186/s12859-016-1299-8",315
"10.1534/g3.116.029884",849
"10.1038/ncomms13360",37
"10.1073/pnas.1612034113",22
"10.1676/wils-128-02-328-333.1",58
"10.1007/s00251-016-0920-3",82
"10.1186/s12864-016-2855-3",54
"10.1002/humu.22974",96
"10.1038/srep37706",82
"10.1186/s12859-016-1357-2",174
"10.1016/j.myc.2016.02.001",13
"10.1038/ncomms11881",138
"10.1016/j.jtbi.2015.10.004",52
"10.1038/nature19057",462
"10.1038/ncomms13293",693
"10.1038/srep37366",45
"10.1093/bioinformatics/btw529",151
"10.1093/nar/gkw457",144
"10.7554/elife.19941",29
"10.3389/fgene.2016.00221",94
"10.1093/gbe/evw197",155
"10.1073/pnas.1607179113",36
"10.1021/acs.jctc.6b00260",61
"10.1534/genetics.116.194928",24
"10.3389/fncom.2016.00133",15
"10.1016/j.scitotenv.2015.11.140",43
"10.1093/molbev/msw038",792
"10.1007/s00125-016-3907-6",142
"10.1002/ece3.2350",86
"10.1086/688666",86
"10.1111/bij.12701",65
"10.1002/ecs2.1391",69
"10.1038/srep31519",488
"10.1534/g3.116.028712",42
"10.1371/journal.pcbi.1004611",27
"10.1534/genetics.116.194035",216
"10.1002/jemt.22642",154
"10.1139/cjfas-2016-0189",45
"10.1093/nar/gkw294",711
"10.1111/mec.13810",67
"10.1038/srep22248",108
"10.1016/j.ajhg.2016.09.014",537
"10.1038/ng.3571",537
"10.1016/j.cels.2016.05.007",249
"10.3389/fnmol.2016.00087",378
"10.1016/j.humimm.2015.10.021",705
"10.1021/acssynbio.5b00064",27
"10.1128/msystems.00098-16",60
"10.1111/1755-0998.12529",67
"10.1080/07352689.2016.1265360",56
"10.1097/mph.0000000000000552",117
"10.1038/ncomms12845",91
"10.1534/g3.115.026328",142
"10.1016/j.neuint.2016.10.011",9
"10.1093/bioinformatics/btw518",147
"10.1038/srep19233",98
"10.1038/srep36257",660
"10.1111/nph.13728",38
"10.7554/elife.21337",22
"10.1371/journal.pntd.0004458",34
"10.1371/journal.pone.0167065",34
"10.1534/genetics.116.188821",106
"10.1038/ncomms12915",40
"10.1186/s13073-016-0390-0",222
"10.7717/peerj.1952",28
"10.1016/j.bpj.2016.02.041",146
"10.1016/j.steroids.2016.06.005",38
"10.1186/s12863-016-0458-2",47
"10.7554/elife.18566",63
"10.1016/j.bpj.2015.12.016",116
"10.1016/j.bbabio.2016.09.003",48
"10.1098/rsif.2015.0772",53
"10.1371/journal.pone.0161702",22
"10.1105/tpc.16.00428",142
"10.1093/bioinformatics/btw390",65
"10.1186/s13059-016-1098-6",156
"10.1016/j.molcel.2016.07.023",172
"10.7554/elife.16043",1620
"10.1371/journal.pcbi.1005214",112
"10.1093/nar/gkw576",270
"10.1038/ncomms13424",25
"10.1371/journal.pone.0166832",104
"10.1016/j.bpj.2016.04.048",17
"10.1371/journal.pone.0154122",76
"10.1371/journal.pone.0167431",27
"10.1093/humrep/dev318",45
"10.1534/genetics.115.179846",81
"10.1016/j.ajhg.2016.05.001",81
"10.1371/journal.pgen.1005703",33
"10.1534/genetics.115.186122",39
"10.1111/nph.13930",30
"10.1038/nn.4353",261
"10.1101/gr.199935.115",182
"10.1186/s12859-016-0984-y",80
"10.1007/s00251-016-0914-1",438
"10.1080/07352689.2016.1265363",66
"10.1016/j.scitotenv.2016.02.062",51
"10.1534/genetics.114.172692",84
"10.1093/nar/gkw452",297
"10.1371/journal.pgen.1006101",60
"10.1371/journal.pcbi.1005060",68
"10.1093/database/baw149",53
"10.1534/genetics.116.191007",110
"10.1021/sb400206c",98
"10.1042/bcj20160537",250
"10.1111/mec.13715",40
"10.1038/ncomms13270",6
"10.1074/mcp.m115.056911",477
"10.7554/elife.14810",198
"10.1371/journal.pntd.0004838",33
"10.1021/acs.analchem.6b04000",54
"10.1098/rsos.160239",38
"10.1371/journal.pgen.1005616",29
"10.1093/nar/gkw333",30
"10.1007/s11084-015-9464-z",56
"10.3389/fmicb.2016.01553",17
"10.1016/j.neuropsychologia.2015.07.022",26
"10.1038/ncomms11512",100
"10.1128/msystems.00117-16",9
"10.1111/jeb.12819",40
"10.1093/bioinformatics/btw076",57
"10.1016/j.ydbio.2016.08.004",37
"10.1007/s00427-016-0541-8",37
"10.12688/f1000research.6827.3",21
"10.1016/j.nicl.2016.08.017",62
"10.1038/srep32065",62
"10.3897/bdj.4.e9906",32
"10.1371/journal.pcbi.1004983",51
"10.1186/s12859-016-1004-y",51
"10.1073/pnas.1600398113",14
"10.1098/rspb.2015.2733",59
"10.1534/genetics.116.192336",64
"10.1534/g3.116.031880",32
"10.1186/s12864-016-2917-6",32
"10.1534/genetics.116.189274",18
"10.1038/nmeth.3800",250
"10.1038/ncomms13522",28
"10.1371/journal.pcbi.1004722",108
"10.3897/dez.62.8922",8
"10.1098/rspb.2016.1587",55
"10.3389/fnhum.2016.00023",48
"10.1038/nn.4404",492
"10.1016/j.funbio.2017.03.005",122
"10.1016/j.celrep.2016.01.043",297
"10.1016/j.nlm.2016.04.006",25
"10.1021/jacs.6b08128",25
"10.1016/j.str.2016.10.008",18
"10.1038/srep33759",124
"10.1016/j.bpc.2016.03.005",297
"10.1534/genetics.115.183814",57
"10.1111/evo.12980",15
"10.1038/srep38863",50
"10.1371/journal.pgen.1006125",61
"10.1186/s13059-016-0930-3",256
"10.1093/bioinformatics/btw355",44
"10.1186/s13059-016-0931-2",54
"10.1021/acssynbio.6b00080",58
"10.1007/s11240-016-1063-9",21
"10.1016/j.neuroimage.2015.10.081",9
"10.1371/journal.pgen.1006526",49
"10.1111/evo.13009",23
"10.1371/journal.pntd.0004931",32
"10.1371/journal.pntd.0004398",68
"10.1016/j.scitotenv.2015.10.042",6
"10.1534/g3.116.030536",106
"10.1186/s12859-016-0944-6",33
"10.1371/journal.pgen.1006421",444
"10.1186/s13062-016-0128-3",51
"10.1103/physreve.93.062417",24
"10.1098/rsos.160525",54
"10.1016/j.gde.2016.09.007",52
"10.1093/bioinformatics/btw327",52
"10.1038/ncomms13302",378
"10.1186/s12864-016-3314-x",39
"10.1186/s13062-016-0156-z",16
"10.1534/g3.116.034678",38
"10.1186/s13073-015-0129-3",28
"10.3389/fchem.2016.00019",12
"10.1371/journal.pgen.1006059",98
"10.1186/s12859-016-1277-1",16
"10.1016/j.biosystems.2015.12.002",42
"10.1534/g3.116.035634",8
"10.1038/ncomms12428",94
"10.1371/journal.pbio.1002522",10
"10.1371/journal.pntd.0005073",14
"10.1128/mbio.00697-16",15
"10.7554/elife.18657",88
"10.1002/fee.1436",142
"10.1016/j.celrep.2016.11.044",24
"10.1093/bioinformatics/btw177",138
"10.1534/genetics.116.188094",15
"10.15252/msb.20156526",88
"10.1038/nmicrobiol.2015.3",101
"10.1016/j.ydbio.2016.07.023",108
"10.1186/s13059-016-0881-8",108
"10.1038/srep37812",33
"10.1091/mbc.e15-07-0525",51
"10.1371/journal.pcbi.1005218",50
"10.1534/g3.116.028316",13
"10.1093/bioinformatics/btw245",66
"10.1038/nbt.3719",11
"10.1038/srep32387",49
"10.1073/pnas.1611967113",67
"10.1093/molbev/msw192",14
"10.1371/journal.pone.0165799",10
"10.1039/c5mb00693g",22
"10.1186/s12859-016-1222-3",29
"10.1098/rsbl.2015.0983",29
"10.7554/elife.14859",37
"10.1093/nar/gkw684",17
"10.1038/srep25589",25
"10.1007/s00253-016-7771-6",66
"10.1371/journal.pgen.1006108",21
"10.1093/database/bav103",26
"10.1186/s13062-016-0138-1",25
"10.7554/elife.12727",19
"10.1038/srep36164",36
"10.1093/molbev/msw128",94
"10.7554/elife.13254",69
"10.7554/elife.17879",23
"10.7554/elife.10696",14
"10.1371/journal.pcbi.1005180",13
"10.1016/j.neuroimage.2016.04.005",118
"10.1371/journal.pone.0148203",144
"10.1016/j.gene.2016.01.052",13
"10.1371/journal.ppat.1005724",33
"10.1534/genetics.116.190678",7
"10.1016/j.gde.2016.07.011",6
"10.1186/s12868-016-0287-2",162
"10.1111/evo.13046",24
"10.1093/gbe/evw223",17
"10.1242/bio.020636",18
"10.1109/tcbb.2015.2465954",44
"10.1534/g3.116.028324",14
"10.1111/1755-0998.12493",12
"10.1038/nmeth.3339",148
"10.1038/ncomms11159",32
"10.1073/pnas.1612719113",28
"10.1038/srep23713",70
"10.1111/1755-0998.12552",22
"10.1016/j.visres.2015.11.001",5
"10.1371/journal.pone.0135293",10
"10.1002/elps.201600061",120
"10.1126/science.aag0511",804
"10.1534/genetics.116.194910",25
"10.1534/genetics.115.184770",8
"10.3389/fmicb.2016.00051",18
"10.1073/pnas.1606731113",73
"10.1093/bioinformatics/btw112",56
"10.1093/molbev/msw013",174
"10.1523/jneurosci.2511-15.2016",52
"10.1534/g3.115.022301",3
"10.12688/f1000research.9211.1",11
"10.1016/j.conb.2016.01.011",30
"10.7554/elife.17977",28
"10.1038/s41522-017-0041-2",56
"10.1038/ncomms15589",175
"10.1038/ng.3924",93
"10.1093/hmg/ddx300",348
"10.1038/s41598-017-02201-5",225
"10.1073/pnas.1713960115",100
"10.1038/s41598-017-07447-7",40
"10.1093/infdis/jix329",280
"10.1016/j.neuroimage.2016.12.056",264
"10.1016/j.epidem.2017.01.001",172
"10.1523/jneurosci.2674-16.2017",19
"10.1128/msphere.00169-17",158
"10.1371/journal.ppat.1006006",253
"10.1371/journal.pcbi.1005715",67
"10.1038/s41598-017-16813-4",438
"10.1371/journal.pone.0187163",32
"10.1186/s13059-016-1138-2",102
"10.1016/j.jtherbio.2016.11.007",55
"10.1101/gr.200097.115",366
"10.1534/genetics.114.173807",6
"10.1162/neco_a_00910",458
"10.1016/j.neuroimage.2016.12.058",43
"10.1016/j.str.2016.11.021",30
"10.1038/s41467-017-00969-8",76
"10.1371/journal.pone.0187842",216
"10.1073/pnas.1700073114",340
"10.1016/j.bbrc.2017.05.148",104
"10.1016/j.cell.2017.02.030",101
"10.1194/jlr.d073536",344
"10.1371/journal.pcbi.1005339",304
"10.1073/pnas.1707400114",69
"10.7554/elife.27713",334
"10.1073/pnas.1715772114",44
"10.1371/journal.pcbi.1005501",29
"10.1101/gr.212696.116",51
"10.1242/dev.149427",41
"10.1534/g3.117.300080",148
"10.1016/j.yexcr.2017.05.014",12
"10.1016/j.concog.2017.01.012",554
"10.1021/acs.jproteome.7b00068",31
"10.1093/nar/gkw1063",231
"10.1371/journal.pmed.1002227",336
"10.1371/journal.pone.0189325",39
"10.1016/j.neubiorev.2016.10.002",12
"10.7554/elife.28699",26
"10.1021/acs.jproteome.6b00815",920
"10.1101/gr.212522.116",28
"10.1126/science.aam5852",508
"10.1017/s0033291717000320",465
"10.1038/s41559-017-0107",55
"10.1080/15592324.2017.1347245",37
"10.1038/ncomms15162",298
"10.1073/pnas.1706205114",136
"10.1038/s41467-017-01857-x",14
"10.1016/j.jtbi.2017.09.004",67
"10.1093/sysbio/syv019",41
"10.1038/ncomms16032",63
"10.1371/journal.pcbi.1005453",177
"10.1242/dev.142711",176
"10.1038/s41598-017-15539-7",212
"10.12688/f1000research.10529.1",332
"10.1371/journal.pcbi.1005866",228
"10.1534/g3.116.036012",48
"10.1534/genetics.117.300327",30
"10.1186/s13059-017-1252-9",216
"10.1136/jnnp-2016-314728",52
"10.1186/s13075-017-1443-5",120
"10.1523/jneurosci.2344-17.2017",308
"10.1186/s13024-017-0191-y",1380
"10.1038/srep42967",75
"10.1111/psyp.12793",75
"10.7554/elife.31816",240
"10.1016/j.bbr.2017.05.029",240
"10.1073/pnas.1617384114",1312
"10.1093/jhered/esx068",102
"10.1371/journal.pone.0177960",206
"10.7717/peerj.2898",329
"10.1016/j.oraloncology.2017.07.002",141
"10.1073/pnas.1620562114",294
"10.1016/j.cels.2017.10.001",64
"10.1038/s41467-017-01909-2",168
"10.1534/g3.117.040105",99
"10.7554/elife.25235",80
"10.1016/j.epidem.2017.01.003",402
"10.1093/cid/cix632",106
"10.1016/j.epidem.2017.01.005",133
"10.1016/j.softx.2017.06.006",16
"10.1038/s41598-017-08464-2",124
"10.1038/nmeth.4364",126
"10.1128/aac.00043-17",66
"10.1073/pnas.1620140114",71
"10.1021/acssynbio.6b00293",4872
"10.7554/elife.23421",441
"10.1016/j.ajp.2017.03.024",150
"10.1091/mbc.e16-06-0370",350
"10.1534/g3.117.1136",152
"10.15252/msb.20177739",258
"10.1186/s12920-017-0289-7",98
"10.1038/nature24995",392
"10.1038/sdata.2017.67",776
"10.1073/pnas.1609844114",78
"10.1002/ece3.3144",266
"10.1016/j.ympev.2017.02.008",135
"10.1152/ajprenal.00067.2017",25
"10.1523/jneurosci.0485-17.2017",308
"10.1093/nar/gkx667",94
"10.1038/ng.3875",975
"10.1186/s12974-017-1031-2",25
"10.1371/journal.pcbi.1005456",792
"10.1016/j.celrep.2016.12.019",53
"10.1186/s12864-017-4260-y",180
"10.1091/mbc.e16-05-0300",408
"10.1371/journal.pone.0189357",71
"10.1093/database/baw154",22
"10.1371/journal.pone.0171951",100
"10.7717/peerj.3081",27
"10.1371/journal.pone.0170948",80
"10.1038/s41598-017-11488-3",77
"10.1016/j.bpj.2017.03.002",70
"10.1038/nsmb.3325",327
"10.1371/journal.pgen.1006951",54
"10.1016/j.meegid.2017.04.008",3172
"10.7554/elife.25281",122
"10.1371/journal.pgen.1006635",92
"10.1093/jxb/erx261",32
"10.3389/fpls.2017.00447",32
"10.1523/jneurosci.3272-16.2017",71
"10.1186/s12915-017-0390-6",85
"10.1016/j.ajhg.2017.05.009",608
"10.1038/sdata.2017.59",146
"10.1007/s11032-017-0635-7",174
"10.7554/elife.28600",36
"10.1128/aem.01482-17",222
"10.1038/ncomms14385",266
"10.1534/genetics.116.196535",31
"10.1093/bioinformatics/btx216",154
"10.1038/s41598-017-11159-3",26
"10.1038/srep40294",38
"10.1038/nbt.3780",79
"10.1038/ncomms15128",1036
"10.1021/acssynbio.6b00264",777
"10.1101/gr.211201.116",552
"10.1039/c7ib00086c",180
"10.1016/j.cell.2017.07.024",230
"10.1002/hbm.23723",392
"10.1021/acs.jcim.7b00225",110
"10.1093/nar/gkx794",171
"10.1073/pnas.1706365114",250
"10.7554/elife.24133",112
"10.1038/s41467-017-01075-5",58
"10.1126/science.aan6516",71
"10.1186/s12862-017-0965-4",287
"10.1038/srep45303",297
"10.1016/j.jtbi.2017.04.009",131
"10.1038/srep42134",262
"10.1007/s11538-017-0311-4",262
"10.1016/j.pnpbp.2017.01.009",39
"10.1073/pnas.1709035114",227
"10.1016/j.str.2017.03.009",51
"10.1186/s12864-017-3766-7",35
"10.1099/jgv.0.000849",106
"10.1038/s41598-017-06795-8",512
"10.1371/journal.pgen.1006780",298
"10.1117/1.nph.4.4.045008",107
"10.1038/gim.2016.103",160
"10.1186/s13100-017-0102-3",25
"10.1371/journal.pcbi.1005647",840
"10.1371/journal.pcbi.1005688",138
"10.1128/aem.03035-16",13
"10.1038/s41598-017-16187-7",37
"10.1016/j.envsci.2016.11.003",39
"10.3233/jad-170628",14
"10.1038/srep40432",54
"10.1371/journal.pmed.1002416",89
"10.1186/s13059-017-1215-1",888
"10.1371/journal.pone.0179907",46
"10.1088/1478-3975/aa64a7",8
"10.1111/evo.13241",32
"10.1007/s11692-017-9413-z",12
"10.1104/pp.17.00625",85
"10.7554/elife.28974",68
"10.1038/nmeth.4495",288
"10.1107/s2059798317002534",40
"10.1038/s41477-017-0067-8",42
"10.3389/fnins.2017.00575",388
"10.1016/j.neuroscience.2017.05.017",314
"10.1214/17-aoas1046",150
"10.1016/j.gde.2016.08.007",16
"10.1038/nature24476",657
"10.7554/elife.22749",36
"10.1038/sdata.2017.181",344
"10.1038/nature22820",188
"10.1105/tpc.17.00185",248
"10.1093/bib/bbw011",422
"10.7717/peerj.3657",100
"10.1371/journal.pbio.2003143",119
"10.1534/genetics.116.198903",29
"10.1103/physreve.96.012406",88
"10.1039/c7sm00074j",176
"10.1016/j.bpj.2017.08.013",91
"10.1016/j.ajhg.2017.09.028",460
"10.1186/s12864-017-3918-9",160
"10.1083/jcb.201609100",29
"10.1126/science.aaf1292",79
"10.1016/j.cub.2017.10.018",106
"10.1038/s41562-017-0107",23
"10.1016/j.neuropsychologia.2017.07.023",2180
"10.1016/j.bpj.2017.08.034",160
"10.1186/s13059-017-1259-2",51
"10.1016/j.ajhg.2017.07.002",112
"10.1093/sysbio/syx030",72
"10.1083/jcb.201706134",32
"10.1371/journal.pbio.2003250",122
"10.3390/biology6040042",19
"10.1038/s41467-017-01170-7",213
"10.15252/embr.201643846",486
"10.1371/journal.pone.0167742",430
"10.1016/j.celrep.2017.10.035",106
"10.1038/ncomms16026",342
"10.1038/nmeth.4470",408
"10.1093/molbev/msx087",54
