"PREPRINT_DOI","ARTICLE_DOI","HAS_ALTMETRIC","ALT_SCORE","ALT_TWEETS","ALT_FEEDS","ALT_MSM","ALT_POLICIES","ALT_WIKIPEDIA","ALT_MENDELEY"
"10.1101/150730","10.7554/elife.29353",TRUE,20.9,20,0,1,0,0,61
"10.1101/156406","10.1242/bio.028498",TRUE,3,5,0,0,0,0,21
"10.1101/031369","10.1371/journal.pgen.1006125",TRUE,109.63,75,1,7,0,2,194
"10.1101/047753","10.1038/srep30064",TRUE,2,4,0,0,0,0,72
"10.1101/053025","10.1038/ismej.2016.90",TRUE,55.78,99,1,0,0,0,273
"10.1101/150383","10.1371/journal.pone.0188936",TRUE,18.7,30,0,0,0,0,16
"10.1101/108175","10.1016/j.ecolmodel.2017.11.016",TRUE,2.85,4,0,0,0,0,23
"10.1101/125583","10.1039/c7nr05353c",TRUE,1.25,3,0,0,0,0,17
"10.1101/048686","10.1016/j.bpj.2016.04.020",TRUE,3.5,6,0,0,0,0,24
"10.1101/027235","10.1038/srep22908",TRUE,1.25,3,0,0,0,0,130
"10.1101/114959","10.1534/g3.117.300079",TRUE,4,8,0,0,0,0,5
"10.1101/112987","10.1128/jb.00211-17",FALSE,0,0,0,0,0,0,0
"10.1101/081364","10.1038/s41467-017-00623-3",TRUE,81.98,27,1,8,0,0,231
"10.1101/054361","10.1016/j.ajhg.2017.06.001",TRUE,17.2,34,0,0,0,0,54
"10.1101/118463","10.1103/physreve.95.042323",TRUE,0.5,2,0,0,0,0,37
"10.1101/089581","10.7554/elife.22510",TRUE,0.75,3,0,0,0,0,48
"10.1101/074898","10.1371/journal.pone.0173707",TRUE,3.5,6,0,0,0,0,61
"10.1101/079061","10.1371/journal.pone.0164905",TRUE,4.35,8,0,0,0,0,18
"10.1101/068064","10.1371/journal.pcbi.1005285",TRUE,17.75,33,0,0,0,0,37
"10.1101/077354","10.7554/elife.21855",TRUE,12.68,12,1,0,0,0,89
"10.1101/064949","10.7554/elife.19874",TRUE,1.25,2,0,0,0,0,57
"10.1101/025866","10.1111/mec.13974",TRUE,10.822,3,1,0,0,0,33
"10.1101/044586","10.1093/molbev/msw188",TRUE,68.25,9,1,8,0,0,61
"10.1101/067389","10.1002/hipo.22675",TRUE,1.25,2,0,0,0,0,77
"10.1101/036194","10.1093/bioinformatics/btw163",TRUE,30.85,36,0,1,0,0,108
"10.1101/016378","10.1016/j.revpalbo.2016.07.001",TRUE,1,1,0,0,0,0,14
"10.1101/138982","10.1093/jhered/esx104",TRUE,3.85,8,0,0,0,0,6
"10.1101/034843","10.1093/gbe/evx255",TRUE,15.85,22,0,0,0,1,29
"10.1101/004424","10.1534/genetics.114.165571",TRUE,3.75,8,0,0,0,0,96
"10.1101/041368","10.1016/j.neuropsychologia.2016.08.008",TRUE,43.25,78,0,0,0,0,122
"10.1101/044909","10.1186/s12864-016-2919-4",TRUE,1.5,4,0,0,0,0,23
"10.1101/015065","10.3389/fninf.2016.00014",TRUE,11.5,5,0,1,0,0,23
"10.1101/088195","10.1016/j.envexpbot.2017.12.012",FALSE,0,0,0,0,0,0,0
"10.1101/223529","10.1038/s41598-017-17070-1",TRUE,17.65,35,0,0,0,0,39
"10.1101/105569","10.7554/elife.26014",TRUE,3.5,5,0,0,0,0,25
"10.1101/125047","10.1083/jcb.201704045",TRUE,82.83,134,1,0,0,0,71
"10.1101/156554","10.1534/genetics.117.300146",TRUE,7.85,15,0,0,0,0,15
"10.1101/128736","10.1371/journal.pone.0184507",TRUE,1,4,0,0,0,0,33
"10.1101/032144","10.1093/database/baw015",TRUE,128.856,68,5,6,1,0,33
"10.1101/015776","10.1186/1471-2164-15-s12-s6",TRUE,3,8,0,0,0,0,18
"10.1101/017855","10.1371/journal.pgen.1005616",TRUE,7.5,17,0,0,0,0,62
"10.1101/037267","10.1099/mgen.0.000074",TRUE,10.95,24,0,0,0,0,59
"10.1101/062323","10.1186/s12862-017-0983-2",TRUE,6.2,11,0,0,0,0,21
"10.1101/056762","10.1109/tbme.2016.2607183",TRUE,10.93,9,1,0,0,0,23
"10.1101/023051","10.1111/mec.13705",TRUE,4.25,9,0,0,0,0,69
"10.1101/052050","10.1111/mec.13729",TRUE,5.85,10,0,0,0,0,94
"10.1101/154674","10.1039/c7sc00997f",TRUE,0.25,1,0,0,0,0,13
"10.1101/132902","10.1038/s41598-017-03295-7",TRUE,1,4,0,0,0,0,20
"10.1101/109595","10.1038/ncomms15817",TRUE,62.8,19,0,7,0,0,131
"10.1101/071340","10.1038/s41598-017-01859-1",TRUE,1.25,4,0,0,0,0,15
"10.1101/066639","10.1523/jneurosci.0105-17.2017",TRUE,96.41,41,3,7,0,0,200
"10.1101/098947","10.1093/molbev/msx056",TRUE,1.5,2,0,0,0,0,22
"10.1101/079251","10.1371/journal.pone.0164919",TRUE,4.2,8,0,0,0,0,41
"10.1101/026401","10.1016/j.jneumeth.2015.09.022",TRUE,0.75,2,0,0,0,0,39
"10.1101/022178","10.1111/mec.13383",TRUE,16.5,14,1,0,0,0,69
"10.1101/088484","10.1101/gr.214205.116",TRUE,21.43,25,1,0,0,0,212
"10.1101/067124","10.1038/srep39642",TRUE,21.53,21,1,0,0,1,87
"10.1101/043059","10.1038/ismej.2016.146",TRUE,32.18,43,1,0,0,0,113
"10.1101/060350","10.1080/15384101.2016.1261765",FALSE,0,0,0,0,0,0,0
"10.1101/069427","10.1371/journal.pone.0167980",TRUE,6.45,10,0,0,0,0,73
"10.1101/013987","10.1111/evo.12633",TRUE,18.58,5,1,1,0,0,55
"10.1101/169813","10.1093/infdis/jix604",TRUE,150.93,143,1,9,0,0,97
"10.1101/146613","10.1016/j.jpain.2017.11.008",TRUE,24.25,24,1,0,0,0,21
"10.1101/099895","10.1093/bioinformatics/btx580",TRUE,5.45,11,0,0,0,0,50
"10.1101/034975","10.1534/g3.116.031096",TRUE,7.33,1,1,0,0,0,13
"10.1101/060046","10.1038/nature18961",TRUE,34.858,41,1,1,0,0,147
"10.1101/116566","10.1371/journal.pcbi.1005875",TRUE,12.2,27,0,0,0,0,49
"10.1101/148809","10.1128/aac.01235-17",TRUE,39.2,41,0,2,0,0,33
"10.1101/197830","10.1038/s41598-017-17484-x",TRUE,62.822,49,1,3,0,1,79
"10.1101/142976","10.1016/j.bpj.2017.10.045",TRUE,2.6,5,0,0,0,0,43
"10.1101/046151","10.1371/journal.pcbi.1005799",TRUE,45.6,83,0,0,0,0,83
"10.1101/136572","10.7554/elife.28507",TRUE,2.6,4,0,0,0,0,40
"10.1101/144774","10.1158/0008-5472.can-17-0344",TRUE,27.05,48,0,0,0,0,100
"10.1101/125203","10.1186/s12864-017-4196-2",TRUE,6.35,14,0,0,0,0,25
"10.1101/125799","10.1371/journal.pone.0185306",TRUE,446.16,581,2,6,0,0,88
"10.1101/030361","10.3389/fmicb.2016.00051",TRUE,2.25,5,0,0,0,0,37
"10.1101/110833","10.1161/hypertensionaha.117.09438",TRUE,21.2,24,0,1,0,0,118
"10.1101/162800","10.1016/j.virol.2017.07.032",TRUE,4.6,9,0,0,0,0,1
"10.1101/136507","10.1016/j.jhevol.2017.06.004",TRUE,23.65,26,0,1,0,0,71
"10.1101/099853","10.1101/gr.220517.117",TRUE,5.75,13,0,0,0,0,31
"10.1101/028688","10.1038/nature22969",TRUE,211.53,257,1,9,0,0,291
"10.1101/068056","10.1534/genetics.116.194555",TRUE,1,4,0,0,0,0,9
"10.1101/100982","10.1021/acssynbio.7b00019",TRUE,3.85,7,0,0,0,0,69
"10.1101/098582","10.1186/s13059-017-1241-z",TRUE,44.63,73,1,0,0,0,89
"10.1101/049171","10.1093/gbe/evw175",TRUE,17.9,39,0,0,0,0,23
"10.1101/051755","10.1101/gr.209601.116",TRUE,19.5,31,0,0,0,0,341
"10.1101/017939","10.1186/s13059-015-0865-0",TRUE,14.05,27,0,0,0,0,53
"10.1101/070409","10.1111/gbb.12368",TRUE,13.25,8,0,1,0,0,15
"10.1101/083774","10.1038/nmeth.4177",TRUE,141.426,84,2,11,0,1,908
"10.1101/045831","10.1038/ng.3766",TRUE,88.3,133,0,2,0,0,169
"10.1101/043976","10.1007/s00285-016-1070-9",TRUE,2.95,3,0,0,0,0,12
"10.1101/081737","10.1038/srep39332",FALSE,0,0,0,0,0,0,0
"10.1101/091785","10.1371/journal.pgen.1006499",FALSE,0,0,0,0,0,0,0
"10.1101/046748","10.1534/genetics.116.189985",TRUE,19.08,25,1,0,0,0,70
"10.1101/013003","10.1073/pnas.1424184112",TRUE,52.28,43,2,2,0,0,145
"10.1101/139287","10.1093/bioinformatics/btx682",TRUE,7.05,13,0,0,0,0,56
"10.1101/114116","10.1093/jac/dkx316",TRUE,6.9,12,0,0,0,0,73
"10.1101/157867","10.1534/g3.117.1134",TRUE,25.41,23,2,0,0,0,61
"10.1101/004648","10.3389/fimmu.2014.00326",TRUE,4.5,3,0,0,0,1,40
"10.1101/015404","10.1242/dev.127530",TRUE,19.934,18,1,0,0,0,87
"10.1101/040907","10.1126/science.aaf5023",TRUE,21.258,24,1,0,0,0,183
"10.1101/055038","10.1534/g3.116.031443",TRUE,11.78,8,1,0,0,0,44
"10.1101/041475","10.1186/s12864-016-2754-7",TRUE,1.6,4,0,0,0,0,33
"10.1101/030700","10.1038/srep26029",TRUE,2,2,0,0,0,0,61
"10.1101/167999","10.4049/jimmunol.1701214",TRUE,20.9,36,0,0,0,0,38
"10.1101/180885","10.1523/jneurosci.2344-17.2017",TRUE,18.4,37,0,0,0,0,65
"10.1101/117184","10.1093/nar/gkx794",TRUE,3,6,0,0,0,0,20
"10.1101/142513","10.1523/jneurosci.1436-17.2017",TRUE,79.1,8,2,9,0,0,58
"10.1101/108431","10.1038/s41467-017-01109-y",TRUE,14.85,9,0,1,0,0,79
"10.1101/086934","10.1016/j.cub.2017.09.044",TRUE,12.15,21,0,0,0,0,33
"10.1101/156547","10.1158/0008-5472.can-17-0835",TRUE,1.25,3,0,0,0,0,32
"10.1101/163048","10.1186/s12862-017-1060-6",TRUE,7.95,15,0,0,0,0,22
"10.1101/111542","10.1083/jcb.201703103",TRUE,15.9,25,0,0,0,0,53
"10.1101/112060","10.7717/peerj.3530",TRUE,1.25,3,0,0,0,0,56
"10.1101/082602","10.7554/elife.23382",TRUE,103.75,6,0,14,0,0,46
"10.1101/087890","10.1038/s41598-017-02547-w",TRUE,4.25,11,0,0,0,0,100
"10.1101/004036","10.1111/bij.12701",TRUE,93.85,153,0,0,0,0,227
"10.1101/086579","10.1186/s12859-017-1541-z",FALSE,0,0,0,0,0,0,0
"10.1101/030916","10.3389/fmars.2016.00006",TRUE,2.6,5,0,0,0,0,39
"10.1101/005850","10.1371/journal.pgen.1005068",TRUE,68.46,61,2,0,0,9,84
"10.1101/030973","10.1093/sysbio/syw041",TRUE,15.23,15,1,0,0,0,78
"10.1101/042499","10.3390/s16111879",TRUE,0.75,2,0,0,0,0,12
"10.1101/058859","10.1186/s12936-016-1537-6",TRUE,2.7,4,0,0,0,0,29
"10.1101/183459","10.3791/56803",TRUE,5.55,10,0,0,0,0,5
"10.1101/006221","10.1101/gr.175893.114",TRUE,3.5,9,0,0,0,0,135
"10.1101/052746","10.1242/dev.139634",TRUE,1.25,5,0,0,0,0,5
"10.1101/037226","10.1101/gr.200931.115",TRUE,29.2,13,0,2,0,1,53
"10.1101/038588","10.1371/journal.pntd.0004726",TRUE,36.3,60,0,0,0,0,243
"10.1101/188169","10.1021/acs.analchem.7b04335",TRUE,5.2,10,0,0,0,0,10
"10.1101/153932","10.18632/oncotarget.21879",TRUE,98.25,2,0,13,0,0,21
"10.1101/132696","10.1371/journal.pgen.1006997",TRUE,103.466,48,3,7,0,0,58
"10.1101/034652","10.1534/g3.115.025585",TRUE,2.95,4,0,0,0,0,53
"10.1101/025940","10.1098/rstb.2015.0219",TRUE,128.202,80,4,7,0,1,68
"10.1101/100933","10.1103/physreve.96.022303",TRUE,0.25,1,0,0,0,0,5
"10.1101/058693","10.1152/jn.00183.2017",TRUE,1,3,0,0,0,0,18
"10.1101/067512","10.1093/gigascience/giw008",TRUE,23.85,42,0,0,0,0,26
"10.1101/052076","10.1016/j.ccell.2017.06.003",TRUE,71.45,72,0,4,0,0,364
"10.1101/095372","10.1534/g3.117.043893",TRUE,31.1,60,0,0,0,0,104
"10.1101/094177","10.1186/s12859-017-1774-x",TRUE,1.75,5,0,0,0,0,22
"10.1101/103077","10.1152/ajprenal.00067.2017",TRUE,74.086,12,2,8,0,0,10
"10.1101/051953","10.1093/molbev/msw227",TRUE,7.15,12,0,0,0,0,10
"10.1101/052068","10.1093/bioinformatics/btw577",TRUE,5.25,11,0,0,0,0,50
"10.1101/020842","10.1186/s13059-015-0844-5",TRUE,67.606,71,4,0,0,0,555
"10.1101/069070","10.1371/journal.pgen.1006546",TRUE,161.116,60,3,14,0,0,71
"10.1101/008755","10.1016/j.ajhg.2015.03.004",TRUE,3.85,7,0,0,0,0,65
"10.1101/036434","10.1073/pnas.1600374113",TRUE,135.384,59,3,10,0,2,180
"10.1101/136556","10.1128/msphere.00511-17",TRUE,10.9,23,0,0,0,0,12
"10.1101/193326","10.1093/nar/gkx1042",TRUE,26.05,42,0,0,0,0,67
"10.1101/080168","10.1038/s41396-017-0001-0",TRUE,38.13,62,1,0,0,0,119
"10.1101/152736","10.1126/scisignal.aan4893",TRUE,73.346,36,1,6,0,0,26
"10.1101/115410","10.1186/s13059-017-1341-9",TRUE,84.4,119,2,0,0,0,143
"10.1101/108894","10.1371/journal.pone.0185146",TRUE,5.1,8,0,0,0,0,42
"10.1101/117093","10.1371/journal.pcbi.1005731",TRUE,2.5,6,0,0,0,0,23
"10.1101/154997","10.1091/mbc.e17-06-0423",TRUE,3,6,0,0,0,0,30
"10.1101/036798","10.1038/srep25474",TRUE,5.2,10,0,0,0,0,193
"10.1101/036178","10.1371/journal.pgen.1005877",TRUE,8.45,17,0,0,0,0,124
"10.1101/027581","10.1016/j.jtbi.2016.02.019",TRUE,1,1,0,0,0,0,31
"10.1101/112979","10.1186/s12864-017-3943-8",TRUE,3.6,5,0,0,0,0,45
"10.1101/069708","10.1534/genetics.116.195784",TRUE,43.5,74,0,0,0,0,60
"10.1101/080465","10.1016/j.bpj.2017.04.050",TRUE,1.5,3,0,0,0,0,63
"10.1101/058214","10.1002/gepi.22050",TRUE,8.5,16,0,0,0,0,84
"10.1101/105999","10.1186/s13148-017-0334-6",TRUE,9.33,6,1,0,0,0,25
"10.1101/076315","10.1016/j.cub.2017.02.030",TRUE,481.226,1740,2,13,0,0,107
"10.1101/011379","10.3897/dez.62.9000",TRUE,1.85,2,0,0,0,0,22
"10.1101/026823","10.1186/s12864-015-2239-0",TRUE,17.85,33,0,0,0,0,159
"10.1101/018333","10.1093/bioinformatics/btv383",TRUE,55.528,78,2,0,0,0,344
"10.1101/023259","10.1371/journal.pone.0137765",TRUE,19.05,25,0,0,0,0,128
"10.1101/026229","10.1371/journal.pone.0138894",TRUE,7.4,8,0,0,0,0,12
"10.1101/017368","10.1111/ddi.12369",TRUE,130.504,31,2,13,0,0,181
"10.1101/046359","10.1016/j.neuroimage.2017.02.008",TRUE,67.5,110,0,0,0,0,96
"10.1101/067116","10.3389/fnins.2016.00616",TRUE,1,3,0,0,0,0,9
"10.1101/012740","10.1111/evo.12646",TRUE,12.65,22,0,0,0,0,52
"10.1101/036582","10.1016/j.ajpath.2016.04.016",TRUE,1.75,3,0,0,0,0,8
"10.1101/004895","10.1371/journal.pgen.1004913",TRUE,7.35,16,0,0,0,0,77
"10.1101/156596","10.7554/elife.29005",TRUE,3.35,7,0,0,0,0,46
"10.1101/063396","10.1038/srep31561",TRUE,1,2,0,0,0,0,17
"10.1101/027359","10.1073/pnas.1520213113",TRUE,307.162,58,4,32,0,0,131
"10.1101/004614","10.1186/1471-2164-15-494",TRUE,3.1,6,0,0,0,0,14
"10.1101/181982","10.1371/journal.pone.0190075",TRUE,8.5,5,1,0,0,0,15
"10.1101/148577","10.1073/pnas.1711229114",TRUE,95.32,105,2,3,0,0,117
"10.1101/133843","10.1371/journal.pone.0188181",TRUE,1.75,5,0,0,0,0,15
"10.1101/075341","10.3389/fncel.2017.00289",TRUE,0.5,2,0,0,0,0,24
"10.1101/091967","10.1002/ecs2.1948",TRUE,14.53,14,1,0,0,0,9
"10.1101/150862","10.1534/genetics.117.300179",TRUE,12.25,6,0,1,0,0,15
"10.1101/031229","10.1038/ncomms11257",TRUE,31.93,40,1,0,0,0,579
"10.1101/072710","10.1038/s41598-017-08155-y",TRUE,7.5,10,0,0,0,1,73
"10.1101/077545","10.1109/tbme.2016.2627402",FALSE,0,0,0,0,0,0,0
"10.1101/082420","10.1152/jn.00834.2016",TRUE,3.35,4,0,0,0,0,26
"10.1101/095877","10.1016/j.ympev.2017.08.003",TRUE,3.85,7,0,0,0,0,29
"10.1101/061911","10.1534/g3.117.041038",TRUE,1.5,3,0,0,0,0,11
"10.1101/120154","10.1186/s12864-017-3918-9",TRUE,26.85,52,0,0,0,0,207
"10.1101/101097","10.1016/j.clinph.2017.04.005",TRUE,0.75,2,0,0,0,0,77
"10.1101/078675","10.1002/ece3.3012",TRUE,8.35,19,0,0,0,0,38
"10.1101/074872","10.7554/elife.21476",TRUE,105.642,16,2,11,0,0,61
"10.1101/101444","10.1016/j.bpj.2017.01.032",TRUE,8.7,18,0,0,0,0,98
"10.1101/020529","10.1534/g3.115.021659",TRUE,18.53,16,1,0,0,1,15
"10.1101/014027","10.1534/g3.114.015073",TRUE,2,4,0,0,0,0,33
"10.1101/097303","10.1371/journal.pgen.1006582",TRUE,4.75,11,0,0,0,0,44
"10.1101/045963","10.7554/elife.20515",TRUE,9.1,14,0,0,0,0,622
"10.1101/055863","10.1038/nmeth.4108",TRUE,24.85,25,1,1,0,0,489
"10.1101/013623","10.1186/s12859-015-0590-4",TRUE,0.75,2,0,0,0,0,92
"10.1101/036400","10.1371/journal.pone.0162098",TRUE,21,30,0,0,0,0,46
"10.1101/050229","10.1038/srep33101",TRUE,18.35,33,0,0,0,0,43
"10.1101/036947","10.1186/s13073-016-0339-3",TRUE,9.3,19,0,0,0,0,61
"10.1101/028241","10.1038/gim.2015.161",TRUE,47.808,30,2,1,0,1,49
"10.1101/016006","10.1038/nature17961",TRUE,401.346,163,9,34,0,0,272
"10.1101/000315","10.1371/journal.pone.0087782",TRUE,3.75,6,0,0,0,0,48
"10.1101/105338","10.1093/ije/dyx207",TRUE,10.75,17,0,0,0,0,57
"10.1101/148346","10.1016/j.bpj.2017.09.024",TRUE,10.3,18,0,0,0,0,34
"10.1101/109108","10.1126/sciadv.1700606",TRUE,72.4,53,0,5,0,0,96
"10.1101/169748","10.1186/s12864-017-4351-9",TRUE,7.2,12,0,0,0,0,6
"10.1101/147975","10.7554/elife.29061",TRUE,1,3,0,0,0,0,51
"10.1101/152389","10.1016/j.neuroimage.2017.10.049",TRUE,3.85,7,0,0,0,0,36
"10.1101/095638","10.1093/bioinformatics/btx408",TRUE,1.75,4,0,0,0,0,41
"10.1101/117044","10.1016/j.anbehav.2017.08.029",TRUE,14.9,28,0,0,0,0,149
"10.1101/025551","10.1371/journal.pone.0151651",TRUE,39.58,21,3,1,0,0,308
"10.1101/027771","10.1038/ng.3529",TRUE,485.55,203,9,40,0,0,370
"10.1101/015214","10.1371/journal.pcbi.1004765",TRUE,12.35,20,0,0,0,0,74
"10.1101/099481","10.1007/s10453-017-9497-z",FALSE,0,0,0,0,0,0,0
"10.1101/079053","10.1091/mbc.e16-10-0695",TRUE,0.5,1,0,0,0,0,26
"10.1101/075820","10.1021/acs.jpcb.6b09402",TRUE,0.75,2,0,0,0,0,16
"10.1101/044602","10.1177/0271678x16661201",TRUE,3.45,6,0,0,0,0,23
"10.1101/103176","10.1371/journal.pgen.1006721",TRUE,0.25,1,0,0,0,0,25
"10.1101/135947","10.1073/pnas.1701884114",TRUE,46.5,16,0,5,0,0,79
"10.1101/051888","10.1038/s41598-017-01005-x",TRUE,71.474,24,1,7,0,0,104
"10.1101/077883","10.1371/journal.pone.0172802",TRUE,2,3,0,0,0,0,26
"10.1101/074690","10.1038/srep44374",TRUE,19.65,39,0,0,0,0,29
"10.1101/107888","10.1002/hbm.23574",TRUE,11.85,21,0,0,0,0,28
"10.1101/020214","10.1371/journal.pone.0139047",TRUE,17.95,34,0,0,0,0,59
"10.1101/069880","10.1016/j.celrep.2016.12.080",TRUE,6.45,14,0,0,0,0,62
"10.1101/030908","10.1371/journal.pone.0165899",TRUE,0.25,1,0,0,0,0,12
"10.1101/026351","10.1093/bioinformatics/btw069",TRUE,23.2,30,0,1,0,0,137
"10.1101/063222","10.1099/mic.0.000352",TRUE,36.53,49,1,0,0,0,42
"10.1101/042176","10.1038/ncomms13311",TRUE,6.95,9,0,0,0,0,51
"10.1101/123877","10.1093/bioinformatics/btx481",TRUE,2.25,5,0,0,0,0,51
"10.1101/022301","10.1093/bioinformatics/btv722",TRUE,22.05,27,0,1,0,0,186
"10.1101/024653","10.3389/fncom.2016.00048",TRUE,0.75,3,0,0,0,0,15
"10.1101/112235","10.1038/srep46398",TRUE,6.2,11,0,0,0,0,41
"10.1101/035519","10.1186/s12918-017-0488-z",TRUE,0.75,3,0,0,0,0,9
"10.1101/169912","10.1371/journal.pgen.1007103",TRUE,8.95,18,0,0,0,0,15
"10.1101/102517","10.1111/nph.14739",TRUE,6.55,11,0,0,0,0,27
"10.1101/129023","10.1186/s12864-017-4217-1",TRUE,0.5,2,0,0,0,0,14
"10.1101/179572","10.1016/j.phytochem.2017.10.004",TRUE,3.2,4,0,0,0,0,41
"10.1101/026203","10.1186/s13062-016-0128-3",TRUE,6.75,6,0,0,0,2,37
"10.1101/032276","10.1371/journal.pone.0149035",TRUE,10.25,17,0,0,0,0,75
"10.1101/020990","10.1038/srep22311",TRUE,3.5,1,0,0,0,2,22
"10.1101/067561","10.1093/gigascience/gix032",TRUE,6.35,10,0,0,0,0,33
"10.1101/063305","10.1038/s41598-017-04160-3",TRUE,12.7,5,0,1,0,0,25
"10.1101/106302","10.1111/nph.14629",TRUE,59.222,75,1,1,0,0,149
"10.1101/132704","10.1016/j.nicl.2017.06.013",TRUE,6.35,12,0,0,0,0,37
"10.1101/087122","10.1128/iai.00948-16",TRUE,47.9,12,0,5,0,0,33
"10.1101/069815","10.1101/gr.214767.116",TRUE,13.85,28,0,0,0,0,93
"10.1101/084285","10.1007/s00424-017-1989-8",TRUE,0.25,1,0,0,0,0,21
"10.1101/000265","10.1093/nar/gkw1148",TRUE,2.25,4,0,0,0,0,21
"10.1101/042028","10.1111/nph.14403",TRUE,12.03,8,1,0,0,0,116
"10.1101/043364","10.1107/s2059798316007907",TRUE,4.25,3,0,0,0,1,24
"10.1101/049767","10.1371/journal.pcbi.1005066",TRUE,14.1,21,0,0,0,1,40
"10.1101/053546","10.1038/srep36164",TRUE,27.6,42,0,0,0,0,61
"10.1101/050062","10.7717/peerj.2501",TRUE,11.372,8,1,0,0,0,48
"10.1101/034520","10.1371/journal.pone.0165561",TRUE,5.95,13,0,0,0,0,37
"10.1101/044495","10.1371/journal.pcbi.1005124",TRUE,1.75,6,0,0,0,0,31
"10.1101/050252","10.1111/evo.13043",TRUE,4.6,12,0,0,0,0,27
"10.1101/001966","10.1261/rna.044321.114",TRUE,1.25,4,0,0,0,0,65
"10.1101/044966","10.1371/journal.pone.0155743",TRUE,0.25,1,0,0,0,0,23
"10.1101/039578","10.1371/journal.pone.0156293",FALSE,0,0,0,0,0,0,0
"10.1101/192104","10.1073/pnas.1716483114",TRUE,88.18,12,1,10,0,1,28
"10.1101/143586","10.1534/genetics.117.300273",TRUE,50.95,17,0,5,0,0,25
"10.1101/164749","10.1371/journal.pone.0187308",TRUE,3.25,5,0,0,0,0,7
"10.1101/171629","10.1016/j.celrep.2017.10.035",TRUE,2,4,0,0,0,0,61
"10.1101/014738","10.1038/nmeth.3541",TRUE,19.65,20,0,1,0,0,142
"10.1101/134122","10.1038/s41598-017-09800-2",TRUE,6.1,13,0,0,0,0,29
"10.1101/130054","10.7554/elife.28069",TRUE,7.35,13,0,0,0,0,13
"10.1101/085043","10.1093/nar/gkx103",TRUE,16.05,32,0,0,0,0,128
"10.1101/089797","10.1128/aem.03391-16",TRUE,27.8,55,0,0,0,0,89
"10.1101/088781","10.1242/jeb.153593",TRUE,79.55,117,0,0,0,0,45
"10.1101/002337","10.1007/s00248-014-0518-y",TRUE,0.75,2,0,0,0,0,18
"10.1101/067454","10.1016/j.ajhg.2016.11.012",TRUE,5.25,11,0,0,0,0,44
"10.1101/044149","10.1073/pnas.1612820113",TRUE,3.75,2,0,0,0,1,13
"10.1101/035329","10.1016/j.ajhg.2016.07.020",TRUE,10.55,20,0,0,0,0,82
"10.1101/149344","10.7554/elife.29550",TRUE,42.63,78,1,0,0,0,84
"10.1101/033878","10.1007/s00429-016-1277-y",TRUE,0.75,2,0,0,0,0,33
"10.1101/031179","10.3835/plantgenome2015.11.0118",TRUE,4.7,7,0,0,0,0,98
"10.1101/024513","10.1021/acs.jcim.5b00632",TRUE,2.25,5,0,0,0,0,49
"10.1101/046003","10.1371/journal.pgen.1006074",TRUE,1.75,3,0,0,0,0,48
"10.1101/005702","10.1038/srep04942",TRUE,2.75,4,0,0,0,0,67
"10.1101/055418","10.12688/wellcomeopenres.9896.1",TRUE,0.5,1,0,0,0,0,26
"10.1101/115451","10.1186/s13073-017-0495-0",TRUE,3,6,0,0,0,0,15
"10.1101/102210","10.1073/pnas.1703379114",TRUE,100.33,35,2,10,0,0,95
"10.1101/091595","10.1186/s13059-017-1311-2",TRUE,34.67,40,1,0,0,1,92
"10.1101/076067","10.1038/s41598-017-09334-7",TRUE,5.5,12,0,0,0,0,42
"10.1101/115121","10.1371/journal.pone.0184405",TRUE,6.8,10,0,0,0,0,16
"10.1101/068528","10.1093/jhered/esx058",TRUE,11.35,18,0,0,0,0,51
"10.1101/028175","10.1371/journal.pcbi.1004845",TRUE,44.6,84,0,0,0,0,373
"10.1101/106039","10.1371/journal.pone.0179726",TRUE,3.75,7,0,0,0,0,72
"10.1101/161265","10.1371/journal.pone.0181941",TRUE,3.1,4,0,0,0,0,19
"10.1101/114926","10.7554/elife.23249",TRUE,3.5,7,0,0,0,0,48
"10.1101/075697","10.1152/jn.00880.2016",TRUE,1.85,4,0,0,0,0,35
"10.1101/053918","10.1098/rspb.2017.0200",TRUE,11.55,22,0,0,0,0,50
"10.1101/047704","10.14814/phy2.13218",FALSE,0,0,0,0,0,0,0
"10.1101/057315","10.1111/1365-2664.12867",TRUE,31.63,27,1,1,0,0,74
"10.1101/084871","10.1186/s12864-017-3527-7",TRUE,0.25,1,0,0,0,0,13
"10.1101/065961","10.1016/j.neuroimage.2016.11.001",TRUE,10.25,18,0,0,0,0,80
"10.1101/059287","10.15252/msb.20167137",TRUE,9.3,17,0,0,0,0,92
"10.1101/048371","10.1038/ncomms12778",TRUE,147.63,49,1,16,0,0,234
"10.1101/178533","10.1002/hbm.23917",TRUE,1.5,5,0,0,0,0,49
"10.1101/179804","10.1373/clinchem.2017.278101",FALSE,0,0,0,0,0,0,0
"10.1101/057760","10.1099/mgen.0.000076",TRUE,9.75,16,0,0,0,0,8
"10.1101/001552","10.1038/nature13673",TRUE,729.54,301,24,45,0,15,970
"10.1101/007708","10.1098/rsbl.2014.0497",TRUE,56.35,8,2,5,0,0,30
"10.1101/089821","10.1093/dnares/dsx023",TRUE,1.5,3,0,0,0,0,15
"10.1101/192963","10.1371/journal.pone.0187259",TRUE,16.35,32,0,0,0,0,38
"10.1101/138511","10.1523/eneuro.0207-17.2017",TRUE,98.88,94,1,5,0,0,239
"10.1101/134387","10.1242/jeb.162255",TRUE,5.25,4,0,0,0,1,16
