"PREPRINT_DOI","ARTICLE_DOI","AUTHOR_AGE"
"10.1101/023333","10.1111/evo.13100",12
"10.1101/123828","10.1016/j.pbb.2017.10.008",12
"10.1101/122648","10.1038/nature22398",12
"10.1101/043034","10.1038/srep31125",12
"10.1101/017053","10.1038/ncomms9732",12
"10.1101/038513","10.1073/pnas.1609019113",12
"10.1101/187872","10.1038/s41598-017-18168-2",12
"10.1101/165159","10.1371/journal.pone.0190046",12
"10.1101/052498","10.1038/srep36819",12
"10.1101/039735","10.1038/srep24826",12
"10.1101/091504","10.1242/dev.147793",12
"10.1101/102160","10.1111/tpj.13593",12
"10.1101/051714","10.1167/16.11.4",12
"10.1101/007757","10.1111/mec.12977",12
"10.1101/038760","10.1038/nmeth.3930",12
"10.1101/013755","10.1093/molbev/msv331",12
"10.1101/134361","10.1098/rsif.2017.0342",12
"10.1101/049643","10.1098/rsbl.2016.0328",12
"10.1101/107607","10.1038/s41598-017-09250-w",12
"10.1101/177527","10.1162/jocn_a_01216",12
"10.1101/030932","10.3732/ajb.1500471",12
"10.1101/082156","10.7717/peerj.2717",12
"10.1101/120444","10.7554/elife.26990",12
"10.1101/068288","10.1038/s41467-017-01076-4",12
"10.1101/072132","10.1111/oik.04507",12
"10.1101/101709","10.1186/s12859-017-1511-5",12
"10.1101/050385","10.1016/j.cognition.2017.09.007",12
"10.1101/027201","10.1093/bioinformatics/btw012",12
"10.1101/122499","10.1128/mbio.00654-17",12
"10.1101/011122","10.1371/journal.pone.0117949",12
"10.1101/163170","10.1021/acschembio.7b00597",12
"10.1101/097287","10.1016/j.neuroimage.2017.08.077",12
"10.1101/072595","10.1371/journal.pcbi.1005888",12
"10.1101/162859","10.1158/0008-5472.can-17-0338",12
"10.1101/021212","10.1038/srep42460",12
"10.1101/024356","10.1016/j.celrep.2016.02.025",12
"10.1101/010710","10.1186/s12864-015-1264-3",12
"10.1101/067538","10.1038/ncomms13107",12
"10.1101/010165","10.7554/elife.05216",12
"10.1101/073023","10.1101/gr.215509.116",12
"10.1101/117424","10.1007/s10530-017-1566-2",12
"10.1101/006916","10.1242/bio.20149399",12
"10.1101/084640","10.7717/peerj.3166",12
"10.1101/040295","10.1038/ncomms11693",12
"10.1101/043430","10.1093/bib/bbw089",12
"10.1101/040428","10.1126/science.aaf5124",12
"10.1101/055855","10.1016/j.ajhg.2016.09.014",12
"10.1101/110775","10.1371/journal.pone.0183672",12
"10.1101/155135","10.1093/bioinformatics/btx578",12
"10.1101/098814","10.1242/dev.148940",12
"10.1101/077560","10.1126/science.aak9973",12
"10.1101/140160","10.1242/dev.156786",12
"10.1101/066522","10.7554/elife.24119",12
"10.1101/051946","10.1016/j.bpj.2016.05.034",12
"10.1101/001198","10.1038/mp.2014.72",12
"10.1101/001586","10.1016/j.bica.2014.02.001",12
"10.1101/002188","10.1186/1471-2164-15-1033",12
"10.1101/004010","10.1093/nar/gku686",12
"10.1101/004614","10.1186/1471-2164-15-518",12
"10.1101/004788","10.1242/dev.113696",12
"10.1101/006841","10.1101/gr.180190.114",12
"10.1101/006866","10.1038/gene.2014.62",12
"10.1101/007781","10.1093/gbe/evv204",12
"10.1101/008367","10.1534/genetics.116.192690",12
"10.1101/008995","10.3389/fnhum.2016.00020",12
"10.1101/011320","10.1038/nbt.3605",12
"10.1101/012534","10.1109/tcbb.2015.2465906",12
"10.1101/013649","10.1101/gr.186643.114",12
"10.1101/013896","10.1038/nbt.3386",12
"10.1101/014159","10.3389/fphys.2015.00177",12
"10.1101/015065","10.3389/fninf.2016.00011",12
"10.1101/015750","10.1088/1741-2560/12/3/036014",12
"10.1101/016238","10.1111/evo.12754",12
"10.1101/017384","10.1534/g3.115.017467",12
"10.1101/024406","10.3389/fncir.2016.00039",12
"10.1101/024703","10.1016/j.bpj.2015.12.018",12
"10.1101/026013","10.1101/gad.263327.115",12
"10.1101/027342","10.1093/bioinformatics/btv763",12
"10.1101/028027","10.3389/fnsys.2016.00022",12
"10.1101/029504","10.1093/ije/dyw326",12
"10.1101/030270","10.1016/j.ajhg.2016.01.011",12
"10.1101/030486","10.1016/j.molcel.2016.02.027",12
"10.1101/031666","10.1038/nplants.2016.95",12
"10.1101/032516","10.1261/rna.057364.116",12
"10.1101/032615","10.1093/nar/gkw783",12
"10.1101/033217","10.1038/ng.3734",12
"10.1101/033894","10.1042/bst20150133",12
"10.1101/036186","10.3389/fpls.2016.00867",12
"10.1101/036962","10.1093/bioinformatics/btw152",12
"10.1101/040162","10.1016/j.ccell.2016.11.001",12
"10.1101/040345","10.1093/bioinformatics/btw469",12
"10.1101/041483","10.1093/eurheartj/ehw389",12
"10.1101/043331","10.1111/oik.04158",12
"10.1101/044503","10.1167/iovs.16-19156",12
"10.1101/048579","10.1016/j.bpj.2014.10.063",12
"10.1101/049478","10.1038/ng.3625",12
"10.1101/050807","10.1101/gr.192401.115",12
"10.1101/052068","10.1093/bioinformatics/btw603",12
"10.1101/054023","10.1186/s13073-016-0391-z",12
"10.1101/055442","10.1111/mec.13979",12
"10.1101/056887","10.1038/nmeth.4028",12
"10.1101/057802","10.1038/nbt.3605",12
"10.1101/057919","10.1091/mbc.e16-06-0405",12
"10.1101/058230","10.1534/genetics.116.193714",12
"10.1101/058776","10.1152/jn.00874.2016",12
"10.1101/059550","10.1186/s12859-016-1167-6",12
"10.1101/061192","10.1371/journal.pgen.1006597",12
"10.1101/061564","10.1534/genetics.116.192690",12
"10.1101/062117","10.1101/gr.217240.116",12
"10.1101/063537","10.1093/molbev/msw186",12
"10.1101/065961","10.1016/j.neuroimage.2016.09.045",12
"10.1101/067199","10.1126/science.aag2787",12
"10.1101/067967","10.1007/s10522-016-9667-3",12
"10.1101/068726","10.1371/journal.pgen.1006314",12
"10.1101/069070","10.1371/journal.pgen.1006629",12
"10.1101/070094","10.1534/genetics.116.192690",12
"10.1101/073262","10.1093/beheco/arx067",12
"10.1101/077529","10.1186/s12866-017-0957-y",12
"10.1101/078733","10.1107/s2059798317000584",12
"10.1101/080648","10.1083/jcb.201612125",12
"10.1101/084251","10.1186/s13073-017-0438-9",12
"10.1101/084558","10.1098/rspb.2016.2052",12
"10.1101/085357","10.1093/jamia/ocx080",12
"10.1101/086140","10.1242/jeb.162529",12
"10.1101/087288","10.1152/jn.00926.2016",12
"10.1101/087585","10.1080/01490451.2016.1261968",12
"10.1101/088872","10.1038/ng.3785",12
"10.1101/094151","10.1093/bioinformatics/btx430",12
"10.1101/094169","10.1128/mbio.02009-15",12
"10.1101/094789","10.1128/jcm.00227-17",12
"10.1101/094912","10.1534/g3.117.042564",12
"10.1101/096040","10.1002/hbm.23673",12
"10.1101/096644","10.1534/g3.117.039883",12
"10.1101/100164","10.1002/hbm.23657",12
"10.1101/100867","10.1002/ece3.3053",12
"10.1101/101600","10.1016/j.jtbi.2017.06.027",12
"10.1101/102632","10.1534/genetics.116.197533",12
"10.1101/105668","10.1111/tra.12505",12
"10.1101/105718","10.1534/g3.117.039883",12
"10.1101/112011","10.1371/journal.pgen.1006939",12
"10.1101/116020","10.1111/mec.14166",12
"10.1101/117796","10.1038/s41398-017-0021-6",12
"10.1101/121400","10.1083/jcb.201705085",12
"10.1101/122655","10.1021/acssynbio.7b00124",12
"10.1101/124834","10.1093/molbev/msx292",12
"10.1101/125518","10.1016/j.vaccine.2017.10.082",12
"10.1101/127613","10.1038/nmeth.4427",12
"10.1101/129478","10.1158/0008-5472.can-17-2686",12
"10.1101/132779","10.1534/genetics.116.194779",12
"10.1101/136143","10.1016/j.cpb.2017.12.001",12
"10.1101/138990","10.3389/fmicb.2017.01611",12
"10.1101/141218","10.1186/s13287-017-0644-9",12
"10.1101/147678","10.1007/s11538-017-0310-5",12
"10.1101/149203","10.1038/s41477-017-0067-8",12
"10.1101/150813","10.1091/mbc.e17-07-0451",12
"10.1101/154724","10.1093/gigascience/gix108",12
"10.1101/161000","10.1073/pnas.1714895114",12
"10.1101/161182","10.1038/s41477-017-0065-x",12
"10.1101/163758","10.1016/j.neuroimage.2017.12.070",12
"10.1101/165373","10.1007/s00401-017-1782-y",12
"10.1101/176743","10.1128/genomea.01053-17",12
"10.1101/178848","10.1186/s13072-017-0169-6",12
"10.1101/179804","10.1373/clinchem.2017.275503",12
"10.1101/179986","10.1016/j.ydbio.2017.10.015",12
"10.1101/183376","10.1073/pnas.1708944114",12
"10.1101/183871","10.1098/rsif.2017.0583",12
"10.1101/002550","10.1523/jneurosci.1091-14.2014",12
"10.1101/002907","10.1371/journal.pbio.1002033",12
"10.1101/011148","10.1371/journal.pbio.1002033",12
"10.1101/011262","10.1038/srep10973",12
"10.1101/018564","10.1038/ncomms9884",12
"10.1101/023564","10.7717/peerj.1725",12
"10.1101/023572","10.1038/ncomms11437",12
"10.1101/023887","10.7554/elife.09709",12
"10.1101/024695","10.1038/nature16311",12
"10.1101/026922","10.1038/srep25996",12
"10.1101/030924","10.7717/peerj.1712",12
"10.1101/036269","10.1038/s41598-017-05378-x",12
"10.1101/036335","10.7554/elife.21616",12
"10.1101/052159","10.1098/rsos.160457",12
"10.1101/053546","10.1038/srep36830",12
"10.1101/057273","10.1371/journal.pone.0159655",12
"10.1101/059626","10.1038/nprot.2016.189",12
"10.1101/064105","10.1523/jneurosci.1152-16.2016",12
"10.1101/064766","10.1242/bio.017525",12
"10.1101/086553","10.1038/s41598-017-00491-3",12
"10.1101/091330","10.1038/s41467-017-01216-w",12
"10.1101/096289","10.1038/nature24487",12
"10.1101/102673","10.1523/jneurosci.3670-16.2017",12
"10.1101/108431","10.1038/s41467-017-01429-z",12
"10.1101/109108","10.1126/sciadv.1700672",12
"10.1101/121673","10.1103/physrevlett.119.118004",12
"10.1101/129908","10.7554/elife.29056",12
"10.1101/135194","10.1038/s41598-017-13388-y",12
"10.1101/136929","10.1038/s41598-017-03947-8",12
"10.1101/139956","10.7554/elife.28889",12
"10.1101/141952","10.7554/elife.30503",12
"10.1101/142927","10.1038/nn.4638",12
"10.1101/142950","10.1038/s41598-017-14090-9",12
"10.1101/146118","10.1038/s41598-017-06940-3",12
"10.1101/148072","10.1038/s41467-017-01429-z",12
"10.1101/156877","10.7554/elife.31013",12
"10.1101/165571","10.1038/s41598-017-18096-1",12
"10.1101/169391","10.1038/s41467-017-01459-7",12
"10.1101/170522","10.7554/elife.28875",12
"10.1101/192963","10.1371/journal.pone.0185220",12
"10.1101/089581","10.7554/elife.22510",11
"10.1101/109595","10.1038/ncomms15817",11
"10.1101/114116","10.1093/jac/dkx316",11
"10.1101/069070","10.1371/journal.pgen.1006546",11
"10.1101/117093","10.1371/journal.pcbi.1005731",11
"10.1101/023259","10.1371/journal.pone.0137765",11
"10.1101/004895","10.1371/journal.pgen.1004913",11
"10.1101/055863","10.1038/nmeth.4108",11
"10.1101/169748","10.1186/s12864-017-4351-9",11
"10.1101/063222","10.1099/mic.0.000352",11
"10.1101/102517","10.1111/nph.14739",11
"10.1101/192963","10.1371/journal.pone.0187259",11
"10.1101/130112","10.1103/physreve.96.012406",11
"10.1101/003376","10.1371/journal.pcbi.1003757",11
"10.1101/002279","10.1371/journal.pone.0110808",11
"10.1101/020818","10.1371/journal.pone.0159195",11
"10.1101/067876","10.15252/embj.201696038",11
"10.1101/131227","10.1016/j.celrep.2017.10.069",11
"10.1101/027904","10.1093/bioinformatics/btv646",11
"10.1101/074260","10.1038/srep37237",11
"10.1101/088427","10.1038/s41598-017-02744-7",11
"10.1101/026732","10.1086/691330",11
"10.1101/017707","10.1371/journal.pcbi.1004322",11
"10.1101/125831","10.7554/elife.27574",11
"10.1101/115196","10.1038/nmeth.4407",11
"10.1101/076414","10.1371/journal.pgen.1006609",11
"10.1101/078592","10.1016/j.cub.2017.04.016",11
"10.1101/020743","10.1007/s12080-015-0290-8",11
"10.1101/025882","10.1242/dev.126375",11
"10.1101/012757","10.1534/g3.115.019497",11
"10.1101/022038","10.1089/brain.2015.0359",11
"10.1101/122838","10.1093/bioinformatics/btx346",11
"10.1101/081935","10.1093/nar/gkw1061",11
"10.1101/113720","10.1093/sysbio/syx074",11
"10.1101/102723","10.1242/bio.030254",11
"10.1101/013433","10.1038/nature14317",11
"10.1101/021634","10.1038/srep16780",11
"10.1101/055012","10.1038/ismej.2016.99",11
"10.1101/161109","10.1073/pnas.1711979114",11
"10.1101/185520","10.1038/npp.2017.250",11
"10.1101/117028","10.1038/s41598-017-13005-y",11
"10.1101/042317","10.1105/tpc.16.00158",11
"10.1101/025684","10.1016/j.tpb.2016.04.002",11
"10.1101/071969","10.1371/journal.ppat.1006288",11
"10.1101/177550","10.1093/gbe/evx269",11
"10.1101/085134","10.1073/pnas.1617397114",11
"10.1101/040667","10.1093/bioinformatics/btw337",11
"10.1101/057414","10.1093/bioinformatics/btw589",11
"10.1101/037523","10.12688/f1000research.8001.1",11
"10.1101/034033","10.1016/j.biosystems.2015.12.004",11
"10.1101/108878","10.1073/pnas.1702493114",11
"10.1101/155507","10.1534/g3.117.300188",11
"10.1101/042515","10.1038/ejhg.2017.33",11
"10.1101/105742","10.1371/journal.pone.0187602",11
"10.1101/002287","10.1371/journal.pone.0114608",11
"10.1101/111005","10.1104/pp.17.00790",11
"10.1101/128967","10.1098/rsif.2017.0295",11
"10.1101/084228","10.1128/jb.00340-17",11
"10.1101/086231","10.1371/journal.pgen.1006799",11
"10.1101/142075","10.1016/j.jviromet.2017.08.003",11
"10.1101/042986","10.1371/journal.pcbi.1005460",11
"10.1101/143529","10.1111/nph.14812",11
"10.1101/123695","10.1523/jneurosci.1004-17.2017",11
"10.1101/189621","10.1523/jneurosci.2658-17.2017",11
"10.1101/039933","10.3389/fnagi.2016.00183",11
"10.1101/182428","10.1111/nph.14946",11
"10.1101/164020","10.1016/j.devcel.2017.12.004",11
"10.1101/042705","10.1007/s00253-016-7666-6",11
"10.1101/012369","10.1371/journal.pone.0163414",11
"10.1101/069245","10.1186/s12859-016-1402-1",11
"10.1101/018291","10.1111/nph.13754",11
"10.1101/045625","10.1007/s11032-017-0635-7",11
"10.1101/071639","10.1007/s00467-016-3513-3",11
"10.1101/056119","10.1111/mec.13800",11
"10.1101/023010","10.1101/gr.199935.115",11
"10.1101/142026","10.1016/j.molcel.2017.08.006",11
"10.1101/025536","10.1093/gbe/evw223",11
"10.1101/147819","10.1093/pcp/pcx135",11
"10.1101/134304","10.15252/embj.201797259",11
"10.1101/025916","10.1371/journal.pone.0167509",11
"10.1101/076331","10.1093/molbev/msx148",11
"10.1101/098228","10.1093/molbev/msx122",11
"10.1101/067918","10.1371/journal.pcbi.1005041",11
"10.1101/116152","10.1186/s13059-017-1278-z",11
"10.1101/089284","10.1038/ncomms14772",11
"10.1101/150078","10.1128/msphere.00277-17",11
"10.1101/133546","10.7554/elife.28342",11
"10.1101/078782","10.1534/g3.116.036061",11
"10.1101/071910","10.7554/elife.20944",11
"10.1101/015917","10.1101/gr.202440.115",11
"10.1101/091884","10.1038/s41598-017-06786-9",11
"10.1101/029462","10.1098/rsif.2016.0466",11
"10.1101/007310","10.7554/elife.03703",11
"10.1101/113357","10.1371/journal.pone.0178608",11
"10.1101/058826","10.1002/humu.23147",11
"10.1101/089201","10.1038/s41467-017-00593-6",11
"10.1101/197210","10.1128/jvi.01775-17",11
"10.1101/006890","10.1098/rspb.2014.0296",11
"10.1101/182386","10.1093/jxb/erx405",11
"10.1101/026468","10.1038/sdata.2016.25",11
"10.1101/031716","10.1038/srep27555",11
"10.1101/053413","10.1016/j.celrep.2016.06.003",11
"10.1101/017533","10.1086/685811",11
"10.1101/065334","10.1093/molbev/msw275",11
"10.1101/018747","10.1007/s10120-015-0566-0",11
"10.1101/142927","10.1038/nn.4632",11
"10.1101/068759","10.1103/physreve.94.062413",11
"10.1101/127332","10.1038/s41467-017-01407-5",11
"10.1101/081083","10.1016/j.cub.2016.11.045",11
"10.1101/107771","10.1038/s41598-017-11872-z",11
"10.1101/026021","10.1371/journal.pone.0142864",11
"10.1101/120048","10.1111/tpj.13553",11
"10.1101/054288","10.1523/jneurosci.3771-16.2017",11
"10.1101/128025","10.3389/fimmu.2017.01500",11
"10.1101/133165","10.1186/s13068-017-0901-2",11
"10.1101/078014","10.1177/0956797617719083",11
"10.1101/069559","10.1073/pnas.1616745113",11
"10.1101/008003","10.1038/nbt.3238",11
"10.1101/076703","10.7554/elife.21172",11
"10.1101/127944","10.1016/j.cell.2017.07.030",11
"10.1101/064683","10.1038/mp.2017.15",11
"10.1101/044644","10.1007/s00285-016-1062-9",11
"10.1101/022467","10.1016/j.mehy.2015.06.015",11
"10.1101/119446","10.1002/ecy.1969",11
"10.1101/059261","10.1111/tpj.13404",11
"10.1101/141416","10.1042/bcj20170389",11
"10.1101/018366","10.1016/j.celrep.2015.06.027",11
"10.1101/001511","10.1534/genetics.114.169490",11
"10.1101/071118","10.1073/pnas.1614048113",11
"10.1101/009084","10.1111/mec.13455",11
"10.1101/084467","10.1111/evo.13205",11
"10.1101/043265","10.1371/journal.pntd.0005173",11
"10.1101/111666","10.1007/s00239-017-9823-7",11
"10.1101/185546","10.1038/s41467-017-02330-5",11
"10.1101/073494","10.1038/s41598-017-09744-7",11
"10.1101/118927","10.1038/s41598-017-10067-w",11
"10.1101/006080","10.1186/s12867-014-0026-0",11
"10.1101/048397","10.1177/194008291600900219",11
"10.1101/012468","10.1186/s13059-015-0627-z",11
"10.1101/135418","10.7554/elife.29915",11
"10.1101/012534","10.1109/tcbb.2015.2465952",11
"10.1101/022897","10.1371/journal.pone.0147229",11
"10.1101/142059","10.1093/molbev/msx271",11
"10.1101/005207","10.1371/journal.pone.0107026",11
"10.1101/000752","10.1016/j.ajhg.2014.03.004",11
"10.1101/075796","10.1134/s1607672917030012",11
"10.1101/087775","10.1186/s13059-017-1334-8",11
"10.1101/022962","10.1016/j.celrep.2015.11.051",11
"10.1101/012443","10.1038/nn.4545",11
"10.1101/156182","10.1063/1.5000742",11
"10.1101/127639","10.1093/infdis/jix329",11
"10.1101/016519","10.1186/s13742-015-0076-3",11
"10.1101/052803","10.1186/s13059-016-1114-x",11
"10.1101/087585","10.1080/01490451.2017.1321068",11
"10.1101/013797","10.1109/tbcas.2015.2461135",11
"10.1101/107599","10.1261/rna.061184.117",11
"10.1101/098731","10.1186/s12936-017-1730-2",11
"10.1101/058016","10.7554/elife.16813.001",11
"10.1101/080572","10.1099/mic.0.000418",11
"10.1101/008284","10.1038/nbt.3270",11
"10.1101/057257","10.1016/j.bpj.2016.06.039",11
"10.1101/095927","10.7554/elife.26526",11
"10.1101/074583","10.1186/s12862-017-0965-4",11
"10.1101/043778","10.1371/journal.pcbi.1005203",11
"10.1101/096479","10.1186/s12864-017-3739-x",11
"10.1101/072769","10.1111/mec.13970",11
"10.1101/033274","10.1371/journal.pone.0156417",11
"10.1101/068635","10.1038/ncomms15452",11
"10.1101/073056","10.1038/s41467-017-00257-5",11
"10.1101/151548","10.1523/jneurosci.1711-17.2017",11
"10.1101/048561","10.1523/jneurosci.2674-16.2017",11
"10.1101/008797","10.1371/journal.pgen.1005176",11
"10.1101/030551","10.1016/j.cels.2016.04.014",11
"10.1101/019315","10.1093/bioinformatics/btv421",11
"10.1101/119156","10.1111/mec.14252",11
"10.1101/097592","10.1371/journal.pone.0174918",11
"10.1101/139295","10.1371/journal.pone.0190238",11
"10.1101/085126","10.1086/693856",11
"10.1101/073981","10.1088/1478-3975/aa5fc3",11
"10.1101/023366","10.1038/ncomms14370",11
"10.1101/016493","10.1111/mec.13698",11
"10.1101/087932","10.1093/bioinformatics/btx166",11
"10.1101/097667","10.7717/peerj.3421",11
"10.1101/142323","10.1093/molbev/msx302",11
"10.1101/055194","10.1038/nn.4406",11
"10.1101/030957","10.1104/pp.15.01825",11
"10.1101/075192","10.1637/11525-110216-reg.1",11
"10.1101/105288","10.1038/s41467-017-00422-w",11
"10.1101/001255","10.1007/s10750-014-1881-x",11
"10.1101/003178","10.1093/bioinformatics/btu743",11
"10.1101/003327","10.15252/msb.20145304",11
"10.1101/003731","10.1186/1471-2164-15-704",11
"10.1101/004416","10.1016/j.jebo.2015.09.008",11
"10.1101/007062","10.1186/s12896-015-0159-3",11
"10.1101/007849","10.1016/j.ympev.2015.09.005",11
"10.1101/008854","10.1186/s12983-015-0096-y",11
"10.1101/008896","10.1016/j.bpj.2015.07.026",11
"10.1101/010017","10.1038/ejhg.2015.72",11
"10.1101/010199","10.1007/s00285-016-1032-2",11
"10.1101/011023","10.1371/journal.pgen.1004918",11
"10.1101/011106","10.1007/s11295-015-0871-0",11
"10.1101/011247","10.1016/j.tpb.2014.10.005",11
"10.1101/011569","10.1371/journal.pcbi.1004348",11
"10.1101/012138","10.1111/ecog.01576",11
"10.1101/012500","10.1111/mec.13191",11
"10.1101/012757","10.1534/g3.115.021584",11
"10.1101/013813","10.1038/ismej.2015.96",11
"10.1101/017111","10.1093/bioinformatics/btw580",11
"10.1101/018481","10.1098/rsif.2015.0763",11
"10.1101/019125","10.1002/bies.201500045",11
"10.1101/022293","10.1038/ng.3548",11
"10.1101/023002","10.3389/fmicb.2015.01424",11
"10.1101/023036","10.1186/s12864-015-2069-0",11
"10.1101/023226","10.1016/j.jtbi.2015.12.035",11
"10.1101/024919","10.1016/j.cels.2016.01.001",11
"10.1101/025379","10.1186/s12864-015-2320-8",11
"10.1101/025544","10.1038/nmicrobiol.2015.8",11
"10.1101/026344","10.1534/genetics.115.184697",11
"10.1101/026427","10.1093/molbev/msv280",11
"10.1101/026658","10.1371/journal.pgen.1006179",11
"10.1101/027474","10.1093/bioinformatics/btw013",11
"10.1101/029488","10.1007/s00439-016-1652-z",11
"10.1101/030056","10.1111/evo.12982",11
"10.1101/030205","10.1371/journal.pgen.1005891",11
"10.1101/031328","10.1111/nph.14337",11
"10.1101/033050","10.1111/oik.04471",11
"10.1101/033118","10.1371/journal.pcbi.1004915",11
"10.1101/033373","10.1534/genetics.116.192369",11
"10.1101/033522","10.1128/aac.03113-15",11
"10.1101/034108","10.1093/bioinformatics/btw071",11
"10.1101/034603","10.1111/nph.14630",11
"10.1101/036533","10.1093/nar/gkw445",11
"10.1101/042333","10.1093/jxb/erw288",11
"10.1101/043687","10.1534/genetics.116.186932",11
"10.1101/045922","10.1101/gr.209940.116",11
"10.1101/046375","10.1083/jcb.201602001",11
"10.1101/046409","10.1086/691711",11
"10.1101/047035","10.1038/ng.3906",11
"10.1101/047860","10.1101/gr.209940.116",11
"10.1101/048454","10.1371/journal.pntd.0004903",11
"10.1101/048728","10.1002/jobm.201600121",11
"10.1101/050724","10.1101/gr.212696.116",11
"10.1101/052191","10.1098/rstb.2016.0047",11
"10.1101/054528","10.1098/rsbl.2015.0977",11
"10.1101/054973","10.1038/tp.2016.206",11
"10.1101/055038","10.1534/g3.116.030080",11
"10.1101/055186","10.1101/gr.209940.116",11
"10.1101/056325","10.1038/s41559-017-0333-1",11
"10.1101/058305","10.1098/rsob.160285",11
"10.1101/063081","10.1007/s10822-016-9976-2",11
"10.1101/063362","10.1007/s00285-017-1159-9",11
"10.1101/063750","10.1093/molbev/msx073",11
"10.1101/063784","10.1371/journal.pcbi.1005249",11
"10.1101/065078","10.1073/pnas.1611391113",11
"10.1101/065565","10.1093/nar/gkx581",11
"10.1101/066670","10.1002/hipo.22722",11
"10.1101/068338","10.1101/gr.214619.116",11
"10.1101/068429","10.1534/genetics.116.192377",11
"10.1101/071589","10.1371/journal.pcbi.1005432",11
"10.1101/072256","10.1534/genetics.116.195156",11
"10.1101/072546","10.3897/bdj.4.e10084",11
"10.1101/073205","10.14814/phy2.13133",11
"10.1101/074781","10.1093/hmg/ddw412",11
"10.1101/077172","10.1111/2041-210x.12751",11
"10.1101/080531","10.1016/j.bpj.2017.08.018",11
"10.1101/080796","10.1101/gr.212589.116",11
"10.1101/080978","10.1093/bioinformatics/btx088",11
"10.1101/083634","10.1126/science.aah6152",11
"10.1101/084707","10.1038/ismej.2017.112",11
"10.1101/085415","10.1128/jcm.01662-16",11
"10.1101/087049","10.1152/jn.00195.2017",11
"10.1101/087643","10.1038/ismej.2017.98",11
"10.1101/087882","10.1074/jbc.m117.775957",11
"10.1101/087965","10.1128/mbio.02183-16",11
"10.1101/088146","10.1038/nmeth.4337",11
"10.1101/088781","10.1242/jeb.150490",11
"10.1101/089623","10.1371/journal.pgen.1006536",11
"10.1101/091801","10.1371/journal.pcbi.1005646",11
"10.1101/093856","10.1093/gbe/evx237",11
"10.1101/094763","10.1534/g3.117.040089",11
"10.1101/095018","10.1038/s41559-017-0232-5",11
"10.1101/097006","10.1007/s10144-017-0587-0",11
"10.1101/097022","10.1038/nchembio.2453",11
"10.1101/099234","10.1093/bioinformatics/btx414",11
"10.1101/099473","10.1186/s12915-017-0380-8",11
"10.1101/099549","10.1101/gr.212696.116",11
"10.1101/100099","10.1098/rsif.2017.0160",11
"10.1101/103283","10.3389/fmolb.2017.00043",11
"10.1101/103770","10.1007/s10803-017-3200-7",11
"10.1101/105270","10.3389/fnagi.2017.00220",11
"10.1101/105593","10.1111/gtc.12480",11
"10.1101/106187","10.3389/fninf.2017.00027",11
"10.1101/106484","10.1094/phyto-01-17-0012-r",11
"10.1101/111146","10.1111/1365-2656.12772",11
"10.1101/111179","10.1016/j.bpj.2017.08.018",11
"10.1101/113654","10.1128/mbio.01283-17",11
"10.1101/114215","10.1186/s13059-017-1329-5",11
"10.1101/114835","10.1016/j.yhbeh.2017.06.009",11
"10.1101/114959","10.1534/g3.117.040907",11
"10.1101/116517","10.1073/pnas.1702641114",11
"10.1101/120659","10.18632/aging.101228",11
"10.1101/123612","10.1038/nbt.4005",11
"10.1101/125369","10.1128/jcm.01115-17",11
"10.1101/126656","10.1093/bioinformatics/btx628",11
"10.1101/128785","10.1016/j.ymeth.2017.06.003",11
"10.1101/128793","10.1093/ntr/ntw285",11
"10.1101/128819","10.1128/mbio.01339-17",11
"10.1101/128926","10.1534/g3.117.300317",11
"10.1101/132068","10.3389/fncel.2017.00232",11
"10.1101/132597","10.1093/bioinformatics/btx607",11
"10.1101/138545","10.1111/mec.14374",11
"10.1101/140145","10.1007/s00709-017-1199-4",11
"10.1101/140707","10.1534/genetics.116.196584",11
"10.1101/141747","10.1534/g3.117.040907",11
"10.1101/144089","10.1186/s12864-017-4297-y",11
"10.1101/146183","10.3201/eid2401.170504",11
"10.1101/147215","10.1016/j.neuroimage.2017.12.094",11
"10.1101/150581","10.1093/nar/gkx776",11
"10.1101/151878","10.1088/1361-6463/aa8ddb",11
"10.1101/155275","10.1021/acs.jctc.7b00645",11
"10.1101/155507","10.1534/g3.117.300124",11
"10.1101/155978","10.1016/j.cell.2017.07.032",11
"10.1101/158907","10.1534/genetics.117.300581",11
"10.1101/167932","10.1105/tpc.17.00440",11
"10.1101/168369","10.1016/j.chembiol.2017.11.009",11
"10.1101/169185","10.1042/bcj20170527",11
"10.1101/171975","10.1534/g3.117.300317",11
"10.1101/174870","10.1039/c7em00181a",11
"10.1101/178962","10.1016/j.neuroimage.2017.10.019",11
"10.1101/179788","10.1091/mbc.e17-06-0419",11
"10.1101/185686","10.1007/s00894-017-3544-0",11
"10.1101/210146","10.1016/j.physbeh.2017.12.003",11
"10.1101/212175","10.1128/mbio.01339-17",11
"10.1101/224428","10.1016/j.redox.2017.11.016",11
"10.1101/006619","10.1523/jneurosci.2451-14.2015",11
"10.1101/007724","10.1371/journal.pone.0106817",11
"10.1101/010777","10.1016/j.neuron.2016.04.038",11
"10.1101/013433","10.1038/nature14286",11
"10.1101/024356","10.1016/j.celrep.2016.02.023",11
"10.1101/031716","10.1038/srep27684",11
"10.1101/038067","10.1038/s41598-017-08099-3",11
"10.1101/039529","10.1038/ncomms12707",11
"10.1101/039578","10.1371/journal.pone.0155917",11
"10.1101/045245","10.1038/srep41056",11
